station_id,label
31267,4
31298,4
31250,18
31224,18
31221,18
31285,18
31213,18
31212,18
31239,18
31257,18
31275,18
31237,18
31128,18
31279,18
31242,18
31233,18
31234,4
31201,4
31200,4
31241,4
31324,4
31278,4
31211,8
31260,18
31220,8
31274,0
31638,0
31230,0
31292,8
31270,0
31284,8
31297,18
31255,18
31206,8
31262,0
31304,20
31328,18
31127,18
31100,18
31236,12
31528,14
31272,17
31654,21
31235,8
31271,17
31256,0
31217,17
31636,19
31130,19
31286,4
31111,4
31327,4
31229,4
31281,19
31266,4
31223,19
31203,4
31251,4
31280,4
31299,4
31282,4
31519,19
31508,15
31283,4
31503,19
31509,19
31245,19
31505,19
31214,4
31506,19
31109,19
31118,19
31132,4
31120,24
31207,3
31126,3
31115,3
31651,3
31621,0
31655,0
31620,0
31604,0
31232,0
31624,0
31228,0
31265,0
31642,0
31222,0
31263,0
31653,0
31291,4
31254,4
31276,4
31600,0
31712,16
31632,16
31616,15
31611,15
31660,15
31645,15
31658,16
31617,16
31656,7
31525,7
31520,6
31518,6
31524,7
31517,15
31530,15
31527,19
31522,19
31523,19
31513,14
31500,19
31529,14
31619,7
31647,7
31612,7
31622,7
31626,7
31630,7
31663,7
31659,7
31657,7
31269,7
31629,7
31641,15
31665,16
31605,7
31640,7
31623,15
31631,15
31639,15
31614,15
31637,0
31661,15
31615,15
31662,15
31512,15
31627,15
31603,15
31601,16
31668,21
31209,21
31208,21
31652,21
31664,21
31634,21
31650,21
31628,21
31643,21
31669,21
31635,21
31608,21
31606,7
31625,21
31644,7
31607,7
31613,7
31610,7
31618,7
31248,17
31247,17
31294,17
31218,17
31288,17
31219,0
31321,0
31231,0
31264,0
31290,8
31240,8
31258,8
31289,8
31129,0
31238,0
31216,0
31277,18
31227,0
31204,18
31259,8
31205,18
31252,18
31253,18
31215,8
31293,8
31314,8
31225,18
31295,18
31312,18
31326,12
31325,12
31226,12
31306,20
31322,12
31246,18
31323,24
31121,24
31307,20
31305,20
31313,20
31300,20
31318,20
31310,23
31202,4
31268,4
31101,24
31119,24
31123,3
31105,3
31649,3
31124,3
31602,3
31110,24
31116,24
31133,3
31114,24
31125,24
31113,3
31104,3
31296,3
31106,24
31117,3
31103,3
31112,24
31507,14
31102,3
31419,3
31400,3
31131,3
31401,3
31122,3
31107,3
31404,11
31421,11
31406,3
31417,11
31405,11
31418,11
31515,11
31403,11
31415,11
31412,11
31423,11
31411,1
31414,1
31420,11
31402,11
31407,1
31413,1
31408,1
31416,1
31317,23
31315,23
31422,23
31302,9
31308,9
31316,9
31303,9
31319,9
31309,23
31301,9
31320,9
31514,14
31511,14
31504,14
31501,14
31502,14
31510,6
31521,6
31516,14
31526,14
31702,2
31715,13
31671,13
31707,10
31714,10
31705,10
31716,16
31708,16
31703,10
31713,10
31719,16
31710,10
31717,10
31704,10
31711,10
31814,5
31815,13
31700,22
31706,22
31804,2
31701,13
31826,2
31807,2
31812,2
31805,2
31820,2
31720,2
31801,2
31803,2
31802,2
31667,21
31648,21
31108,21
31609,17
31646,17
31666,17
31244,17
31243,17
31287,17
31633,17
31273,17
31249,17
31823,13
31813,13
31818,5
31811,5
31806,13
31817,5
31816,5
31824,5
31800,13
31261,8
