station_id1,station_id2,all,all_reverse,classic,classic_reverse,electric,electric_reverse,classic_ratio,electric_ratio,classic_ratio_reverse,electric_ratio_reverse
SF-L26,SF-N26,17,12,12,3,5,9,0.7058823529411765,0.29411764705882354,0.25,0.75
SF-L26,SF-N25,6,18,3,6,3,12,0.5,0.5,0.3333333333333333,0.6666666666666666
SF-L26,SF-T21,8,5,7,0,1,5,0.875,0.125,0.0,1.0
SF-L26,SF-T22,11,31,3,17,8,14,0.2727272727272727,0.7272727272727273,0.5483870967741935,0.45161290322580644
SF-L26,SF-S22-1,25,15,8,1,17,14,0.32,0.68,0.06666666666666667,0.9333333333333333
SF-L26,SF-Q23-3,17,29,4,19,13,10,0.23529411764705882,0.7647058823529411,0.6551724137931034,0.3448275862068966
SF-L26,SF-Q22-1,68,71,42,39,26,32,0.6176470588235294,0.38235294117647056,0.5492957746478874,0.4507042253521127
SF-L26,SF-Q22-2,54,36,27,10,27,26,0.5,0.5,0.2777777777777778,0.7222222222222222
SF-L26,SF-P22,82,42,31,18,51,24,0.3780487804878049,0.6219512195121951,0.42857142857142855,0.5714285714285714
SF-L26,SF-W19,5,4,0,0,5,4,0.0,1.0,0.0,1.0
SF-L26,SF-U21,10,16,3,3,7,13,0.3,0.7,0.1875,0.8125
SF-L26,SF-T20,9,10,0,0,9,10,0.0,1.0,0.0,1.0
SF-L26,SF-S21,20,16,1,0,19,16,0.05,0.95,0.0,1.0
SF-L26,SF-BB17,2,4,0,0,2,4,0.0,1.0,0.0,1.0
SF-L26,SF-Y25,6,1,6,0,0,1,1.0,0.0,0.0,1.0
SF-M28,SF-M26,13,15,3,5,10,10,0.23076923076923078,0.7692307692307693,0.3333333333333333,0.6666666666666666
SF-M28,SF-M25,13,17,6,7,7,10,0.46153846153846156,0.5384615384615384,0.4117647058823529,0.5882352941176471
SF-M28,SF-M26-2,40,55,18,39,22,16,0.45,0.55,0.7090909090909091,0.2909090909090909
SF-M28,SF-L27,18,22,7,16,11,6,0.3888888888888889,0.6111111111111112,0.7272727272727273,0.2727272727272727
SF-M28,SF-K26,47,50,14,31,33,19,0.2978723404255319,0.7021276595744681,0.62,0.38
SF-M28,SF-J27,9,6,3,3,6,3,0.3333333333333333,0.6666666666666666,0.5,0.5
SF-M28,SF-M30,95,25,77,13,18,12,0.8105263157894737,0.18947368421052632,0.52,0.48
SF-M28,SF-L27-2,25,46,11,22,14,24,0.44,0.56,0.4782608695652174,0.5217391304347826
SF-M28,SF-J29-3,8,7,6,1,2,6,0.75,0.25,0.14285714285714285,0.8571428571428571
SF-M28,SF-J29,60,58,11,31,49,27,0.18333333333333332,0.8166666666666667,0.5344827586206896,0.46551724137931033
SF-M28,SF-L26,8,14,2,12,6,2,0.25,0.75,0.8571428571428571,0.14285714285714285
SF-M28,SF-M27,19,11,12,5,7,6,0.631578947368421,0.3684210526315789,0.45454545454545453,0.5454545454545454
SF-M28,SF-L25,5,23,1,18,4,5,0.2,0.8,0.782608695652174,0.21739130434782608
SF-M28,SF-M24,10,11,6,2,4,9,0.6,0.4,0.18181818181818182,0.8181818181818182
SF-M28,SF-L24,17,17,10,10,7,7,0.5882352941176471,0.4117647058823529,0.5882352941176471,0.4117647058823529
SF-M28,SF-N23,4,7,1,2,3,5,0.25,0.75,0.2857142857142857,0.7142857142857143
SF-M28,SF-N24-2,7,9,2,4,5,5,0.2857142857142857,0.7142857142857143,0.4444444444444444,0.5555555555555556
SF-M28,SF-K27-2,26,17,16,11,10,6,0.6153846153846154,0.38461538461538464,0.6470588235294118,0.35294117647058826
SF-M28,SF-J26-2,8,92,1,28,7,64,0.125,0.875,0.30434782608695654,0.6956521739130435
SF-M28,SF-K28-3,5,5,1,5,4,0,0.2,0.8,1.0,0.0
SF-M28,SF-L28,29,7,26,3,3,4,0.896551724137931,0.10344827586206896,0.42857142857142855,0.5714285714285714
SF-M28,SF-K28,31,19,23,19,8,0,0.7419354838709677,0.25806451612903225,1.0,0.0
SF-M28,SF-K29-1,47,25,22,16,25,9,0.46808510638297873,0.5319148936170213,0.64,0.36
SF-M28,SF-J28-2,20,18,13,10,7,8,0.65,0.35,0.5555555555555556,0.4444444444444444
SF-M28,SF-K27,4,12,2,8,2,4,0.5,0.5,0.6666666666666666,0.3333333333333333
SF-M28,SF-K25,11,3,5,2,6,1,0.45454545454545453,0.5454545454545454,0.6666666666666666,0.3333333333333333
SF-M28,SF-J25,18,10,6,3,12,7,0.3333333333333333,0.6666666666666666,0.3,0.7
SF-M28,SF-H26-2,12,11,1,2,11,9,0.08333333333333333,0.9166666666666666,0.18181818181818182,0.8181818181818182
SF-M28,SF-P24,5,2,0,0,5,2,0.0,1.0,0.0,1.0
SF-M28,SF-N22-1A,1,3,1,1,0,2,1.0,0.0,0.3333333333333333,0.6666666666666666
SF-M28,SF-J24,30,30,11,9,19,21,0.36666666666666664,0.6333333333333333,0.3,0.7
SF-M28,SF-J26,92,6,16,3,76,3,0.17391304347826086,0.8260869565217391,0.5,0.5
SF-M28,SF-I26-,1,6,0,3,1,3,0.0,1.0,0.5,0.5
SF-M28,SF-I25,23,21,11,10,12,11,0.4782608695652174,0.5217391304347826,0.47619047619047616,0.5238095238095238
SF-M28,SF-H26,11,9,6,4,5,5,0.5454545454545454,0.45454545454545453,0.4444444444444444,0.5555555555555556
SF-M28,SF-O23,8,8,1,1,7,7,0.125,0.875,0.125,0.875
SF-M28,SF-H27-1,10,15,4,5,6,10,0.4,0.6,0.3333333333333333,0.6666666666666666
SF-M28,SF-F28-2,11,9,2,1,9,8,0.18181818181818182,0.8181818181818182,0.1111111111111111,0.8888888888888888
SF-M28,SF-G27,19,14,3,5,16,9,0.15789473684210525,0.8421052631578947,0.35714285714285715,0.6428571428571429
SF-M28,SF-M22-2,6,11,1,1,5,10,0.16666666666666666,0.8333333333333334,0.09090909090909091,0.9090909090909091
SF-M28,SF-L22,9,3,2,0,7,3,0.2222222222222222,0.7777777777777778,0.0,1.0
SF-M28,SF-F27,2,5,0,0,2,5,0.0,1.0,0.0,1.0
SF-M28,SF-N22-2,18,20,7,8,11,12,0.3888888888888889,0.6111111111111112,0.4,0.6
SF-M28,SF-G28-2,10,4,6,2,4,2,0.6,0.4,0.5,0.5
SF-M28,SF-G28-1,4,2,1,1,3,1,0.25,0.75,0.5,0.5
SF-M28,SF-M22-1,6,2,1,1,5,1,0.16666666666666666,0.8333333333333334,0.5,0.5
SF-M28,SF-O25-1,5,5,3,0,2,5,0.6,0.4,0.0,1.0
SF-M28,SF-K24,9,3,6,2,3,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
SF-M28,SF-J23-2,11,5,8,0,3,5,0.7272727272727273,0.2727272727272727,0.0,1.0
SF-M28,SF-G23,2,9,1,0,1,9,0.5,0.5,0.0,1.0
SF-M28,SF-G24,15,5,3,0,12,5,0.2,0.8,0.0,1.0
SF-M28,SF-G25,2,4,0,1,2,3,0.0,1.0,0.25,0.75
SF-M28,SF-F23,9,8,1,0,8,8,0.1111111111111111,0.8888888888888888,0.0,1.0
SF-M28,SF-E23,9,12,4,3,5,9,0.4444444444444444,0.5555555555555556,0.25,0.75
SF-M28,SF-C22,1,4,0,0,1,4,0.0,1.0,0.0,1.0
SF-M28,SF-B22,2,2,0,2,2,0,0.0,1.0,1.0,0.0
SF-M28,SF-J17,1,5,0,0,1,5,0.0,1.0,0.0,1.0
SF-M28,SF-I19,4,8,4,0,0,8,1.0,0.0,0.0,1.0
SF-M28,SF-H20,1,7,1,1,0,6,1.0,0.0,0.14285714285714285,0.8571428571428571
SF-M28,SF-G19,3,8,0,0,3,8,0.0,1.0,0.0,1.0
SF-M28,SF-G20,2,2,0,1,2,1,0.0,1.0,0.5,0.5
SF-M28,SF-H30,21,17,16,11,5,6,0.7619047619047619,0.23809523809523808,0.6470588235294118,0.35294117647058826
SF-M28,SF-G30-2,15,46,7,5,8,41,0.4666666666666667,0.5333333333333333,0.10869565217391304,0.8913043478260869
SF-M28,SF-F30-1,7,4,5,3,2,1,0.7142857142857143,0.2857142857142857,0.75,0.25
SF-M28,SF-E29-2,7,8,3,3,4,5,0.42857142857142855,0.5714285714285714,0.375,0.625
SF-M28,SF-E29-1,27,27,17,19,10,8,0.6296296296296297,0.37037037037037035,0.7037037037037037,0.2962962962962963
SF-M28,SF-D29,13,20,5,12,8,8,0.38461538461538464,0.6153846153846154,0.6,0.4
SF-M28,SF-D28,4,3,0,1,4,2,0.0,1.0,0.3333333333333333,0.6666666666666666
SF-M28,SF-A27,8,5,3,5,5,0,0.375,0.625,1.0,0.0
SF-M28,SF-G29-2,13,6,8,1,5,5,0.6153846153846154,0.38461538461538464,0.16666666666666666,0.8333333333333334
SF-M28,SF-G29-1,10,5,1,1,9,4,0.1,0.9,0.2,0.8
SF-M28,SF-G30-1,16,8,7,5,9,3,0.4375,0.5625,0.625,0.375
SF-M28,SF-F30-2,5,7,4,3,1,4,0.8,0.2,0.42857142857142855,0.5714285714285714
SF-M28,SF-F29,5,2,2,0,3,2,0.4,0.6,0.0,1.0
SF-M28,SF-E29-3,4,2,1,0,3,2,0.25,0.75,0.0,1.0
SF-M28,SF-F28-1,4,5,2,4,2,1,0.5,0.5,0.8,0.2
SF-M28,SF-E28-2,2,4,1,1,1,3,0.5,0.5,0.25,0.75
SF-M28,SF-E28,5,4,1,0,4,4,0.2,0.8,0.0,1.0
SF-M28,SF-J13,2,2,0,0,2,2,0.0,1.0,0.0,1.0
SF-M28,SF-G10-1,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M28,SF-F15,2,1,1,1,1,0,0.5,0.5,1.0,0.0
SF-M28,SF-C20,2,1,0,1,2,0,0.0,1.0,1.0,0.0
SF-M28,SF-C25,3,4,0,0,3,4,0.0,1.0,0.0,1.0
SF-M28,SF-B25,2,4,0,2,2,2,0.0,1.0,0.5,0.5
SF-M28,SF-B28-2,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M28,SF-D27,2,6,1,4,1,2,0.5,0.5,0.6666666666666666,0.3333333333333333
SF-M28,SF-C28-2,3,1,1,0,2,1,0.3333333333333333,0.6666666666666666,0.0,1.0
SF-M28,SF-C28-1,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M28,SF-J3,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M28,SF-G26,2,9,0,7,2,2,0.0,1.0,0.7777777777777778,0.2222222222222222
SF-M28,SF-K21,4,3,0,0,4,3,0.0,1.0,0.0,1.0
SF-M28,SF-K22-1,7,5,2,0,5,5,0.2857142857142857,0.7142857142857143,0.0,1.0
SF-M28,SF-J23-1,23,7,8,5,15,2,0.34782608695652173,0.6521739130434783,0.7142857142857143,0.2857142857142857
SF-M28,SF-J22-1,5,7,1,0,4,7,0.2,0.8,0.0,1.0
SF-M28,SF-J22-2,13,9,4,3,9,6,0.3076923076923077,0.6923076923076923,0.3333333333333333,0.6666666666666666
SF-M28,SF-J21,6,6,1,1,5,5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334
SF-M28,SF-I23-2,3,3,1,0,2,3,0.3333333333333333,0.6666666666666666,0.0,1.0
SF-M28,SF-I24,7,2,1,1,6,1,0.14285714285714285,0.8571428571428571,0.5,0.5
SF-M28,SF-I23-1,3,3,0,2,3,1,0.0,1.0,0.6666666666666666,0.3333333333333333
SF-M28,SF-F26,28,17,5,5,23,12,0.17857142857142858,0.8214285714285714,0.29411764705882354,0.7058823529411765
SF-M28,SF-M13,3,3,0,0,3,3,0.0,1.0,0.0,1.0
SF-M28,SF-M15,3,5,1,0,2,5,0.3333333333333333,0.6666666666666666,0.0,1.0
SF-M28,SF-L19,6,8,2,1,4,7,0.3333333333333333,0.6666666666666666,0.125,0.875
SF-M28,SF-L20,2,4,0,0,2,4,0.0,1.0,0.0,1.0
SF-M28,SF-N20-1,4,12,2,2,2,10,0.5,0.5,0.16666666666666666,0.8333333333333334
SF-M28,SF-M20,7,39,2,2,5,37,0.2857142857142857,0.7142857142857143,0.05128205128205128,0.9487179487179487
SF-M28,SF-K20,4,4,0,0,4,4,0.0,1.0,0.0,1.0
SF-M28,SF-K15-,3,4,0,1,3,3,0.0,1.0,0.25,0.75
SF-M28,SF-K19,5,10,1,2,4,8,0.2,0.8,0.2,0.8
SF-M28,SF-K18,5,6,2,1,3,5,0.4,0.6,0.16666666666666666,0.8333333333333334
SF-M28,SF-K17,1,4,0,2,1,2,0.0,1.0,0.5,0.5
SF-M28,SF-J18,3,3,0,1,3,2,0.0,1.0,0.3333333333333333,0.6666666666666666
SF-M28,SF-J19,6,8,3,2,3,6,0.5,0.5,0.25,0.75
SF-M28,SF-M11,2,2,2,1,0,1,1.0,0.0,0.5,0.5
SF-M28,SF-R19,3,3,2,0,1,3,0.6666666666666666,0.3333333333333333,0.0,1.0
SF-M28,SF-Q21-2,1,19,0,0,1,19,0.0,1.0,0.0,1.0
SF-M28,SF-Q21-1,3,4,0,0,3,4,0.0,1.0,0.0,1.0
SF-M28,SF-P21,7,5,0,1,7,4,0.0,1.0,0.2,0.8
SF-M28,SF-O18,2,5,1,2,1,3,0.5,0.5,0.4,0.6
SF-M28,SF-O19,2,5,0,2,2,3,0.0,1.0,0.4,0.6
SF-M28,SF-O21,25,28,9,11,16,17,0.36,0.64,0.39285714285714285,0.6071428571428571
SF-M28,SF-O22,15,31,3,6,12,25,0.2,0.8,0.1935483870967742,0.8064516129032258
SF-M28,SF-N21,6,14,4,4,2,10,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.7142857142857143
SF-M28,SF-N20-2,1,10,0,2,1,8,0.0,1.0,0.2,0.8
SF-M28,SF-M21,4,6,2,3,2,3,0.5,0.5,0.5,0.5
SF-M28,SF-L21,4,5,1,1,3,4,0.25,0.75,0.2,0.8
SF-M28,SF-S29,2,4,0,1,2,3,0.0,1.0,0.25,0.75
SF-M28,SF-S30,3,3,0,0,3,3,0.0,1.0,0.0,1.0
SF-M28,SF-Q30,15,18,1,10,14,8,0.06666666666666667,0.9333333333333333,0.5555555555555556,0.4444444444444444
SF-M28,SF-P30,20,13,8,8,12,5,0.4,0.6,0.6153846153846154,0.38461538461538464
SF-M28,SF-O30-2,9,8,2,4,7,4,0.2222222222222222,0.7777777777777778,0.5,0.5
SF-M28,SF-O30,21,19,7,10,14,9,0.3333333333333333,0.6666666666666666,0.5263157894736842,0.47368421052631576
SF-M28,SF-N27,116,115,50,62,66,53,0.43103448275862066,0.5689655172413793,0.5391304347826087,0.4608695652173913
SF-M28,SF-N29,17,5,8,4,9,1,0.47058823529411764,0.5294117647058824,0.8,0.2
SF-M28,SF-N28,45,37,20,27,25,10,0.4444444444444444,0.5555555555555556,0.7297297297297297,0.2702702702702703
SF-M28,SF-L30-1,32,26,14,13,18,13,0.4375,0.5625,0.5,0.5
SF-M28,SF-L31-1,10,2,6,1,4,1,0.6,0.4,0.5,0.5
SF-M28,SF-K30-2,24,28,3,2,21,26,0.125,0.875,0.07142857142857142,0.9285714285714286
SF-M28,SF-L29,33,24,26,14,7,10,0.7878787878787878,0.21212121212121213,0.5833333333333334,0.4166666666666667
SF-M28,SF-J29-1,8,10,3,3,5,7,0.375,0.625,0.3,0.7
SF-M28,SF-I30,8,3,4,0,4,3,0.5,0.5,0.0,1.0
SF-M28,SF-I29-2,2,2,1,1,1,1,0.5,0.5,0.5,0.5
SF-M28,SF-I27,7,8,2,4,5,4,0.2857142857142857,0.7142857142857143,0.5,0.5
SF-M28,SF-I28,10,12,4,0,6,12,0.4,0.6,0.0,1.0
SF-M28,SF-I30-2,6,7,1,2,5,5,0.16666666666666666,0.8333333333333334,0.2857142857142857,0.7142857142857143
SF-M28,SF I29-1,2,1,0,0,2,1,0.0,1.0,0.0,1.0
SF-M28,SF-H28,6,13,5,3,1,10,0.8333333333333334,0.16666666666666666,0.23076923076923078,0.7692307692307693
SF-M28,SF-H29,4,3,4,2,0,1,1.0,0.0,0.6666666666666666,0.3333333333333333
SF-M28,SF-S24,12,8,7,6,5,2,0.5833333333333334,0.4166666666666667,0.75,0.25
SF-M28,SF-R24,6,13,0,4,6,9,0.0,1.0,0.3076923076923077,0.6923076923076923
SF-M28,SF-R26,2,1,0,0,2,1,0.0,1.0,0.0,1.0
SF-M28,SF-Q26,8,8,3,4,5,4,0.375,0.625,0.5,0.5
SF-M28,SF-P26,92,88,49,58,43,30,0.532608695652174,0.4673913043478261,0.6590909090909091,0.3409090909090909
SF-M28,SF-O25-2,5,9,0,5,5,4,0.0,1.0,0.5555555555555556,0.4444444444444444
SF-M28,SF-N22-1B,12,25,3,4,9,21,0.25,0.75,0.16,0.84
SF-M28,SF-N26,4,5,0,2,4,3,0.0,1.0,0.4,0.6
SF-M28,SF-N25,6,7,2,1,4,6,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.8571428571428571
SF-M28,SF-S22-2,1,2,0,0,1,2,0.0,1.0,0.0,1.0
SF-M28,SF-S22-1,2,1,0,0,2,1,0.0,1.0,0.0,1.0
SF-M28,SF-Q23-3,9,3,2,2,7,1,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.3333333333333333
SF-M28,SF-Q22-1,13,9,2,1,11,8,0.15384615384615385,0.8461538461538461,0.1111111111111111,0.8888888888888888
SF-M28,SF-Q22-2,19,7,0,1,19,6,0.0,1.0,0.14285714285714285,0.8571428571428571
SF-M28,SF-P22,15,19,1,2,14,17,0.06666666666666667,0.9333333333333333,0.10526315789473684,0.8947368421052632
SF-M28,SF-Z28,1,1,0,1,1,0,0.0,1.0,1.0,0.0
SF-M28,SF-V29,3,4,1,3,2,1,0.3333333333333333,0.6666666666666666,0.75,0.25
SF-M28,SF-V30,4,5,1,1,3,4,0.25,0.75,0.2,0.8
SF-M28,SF-V32,4,4,3,3,1,1,0.75,0.25,0.75,0.25
SF-M27,SF-M26,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M27,SF-M25,2,2,1,1,1,1,0.5,0.5,0.5,0.5
SF-M27,SF-M26-2,1,3,1,3,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-K26,8,4,6,4,2,0,0.75,0.25,1.0,0.0
SF-M27,SF-J29,26,36,5,23,21,13,0.19230769230769232,0.8076923076923077,0.6388888888888888,0.3611111111111111
SF-M27,SF-L26,10,9,7,7,3,2,0.7,0.3,0.7777777777777778,0.2222222222222222
SF-M27,SF-M28,11,19,5,12,6,7,0.45454545454545453,0.5454545454545454,0.631578947368421,0.3684210526315789
SF-M27,SF-L25,7,9,2,6,5,3,0.2857142857142857,0.7142857142857143,0.6666666666666666,0.3333333333333333
SF-M27,SF-M24,1,1,0,1,1,0,0.0,1.0,1.0,0.0
SF-M27,SF-L24,13,13,10,9,3,4,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.3076923076923077
SF-M27,SF-N23,2,1,0,1,2,0,0.0,1.0,1.0,0.0
SF-M27,SF-K28-3,1,1,1,1,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-L28,2,1,1,0,1,1,0.5,0.5,0.0,1.0
SF-M27,SF-K28,4,1,4,1,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-K29-1,2,1,0,1,2,0,0.0,1.0,1.0,0.0
SF-M27,SF-K25,3,3,2,1,1,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
SF-M27,SF-J25,2,3,1,2,1,1,0.5,0.5,0.6666666666666666,0.3333333333333333
SF-M27,SF-H26-2,1,2,0,0,1,2,0.0,1.0,0.0,1.0
SF-M27,SF-N22-1A,1,1,1,0,0,1,1.0,0.0,0.0,1.0
SF-M27,SF-J24,3,2,2,0,1,2,0.6666666666666666,0.3333333333333333,0.0,1.0
SF-M27,SF-J26,4,3,3,3,1,0,0.75,0.25,1.0,0.0
SF-M27,SF-I25,1,12,1,5,0,7,1.0,0.0,0.4166666666666667,0.5833333333333334
SF-M27,SF-H26,2,2,1,1,1,1,0.5,0.5,0.5,0.5
SF-M27,SF-O23,2,2,0,0,2,2,0.0,1.0,0.0,1.0
SF-M27,SF-H27-1,2,3,2,2,0,1,1.0,0.0,0.6666666666666666,0.3333333333333333
SF-M27,SF-M22-2,1,2,1,1,0,1,1.0,0.0,0.5,0.5
SF-M27,SF-N22-2,1,3,1,1,0,2,1.0,0.0,0.3333333333333333,0.6666666666666666
SF-M27,SF-G28-2,1,1,0,1,1,0,0.0,1.0,1.0,0.0
SF-M27,SF-M22-1,7,1,7,1,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-K24,2,2,1,1,1,1,0.5,0.5,0.5,0.5
SF-M27,SF-G24,1,1,1,0,0,1,1.0,0.0,0.0,1.0
SF-M27,SF-F23,3,1,2,0,1,1,0.6666666666666666,0.3333333333333333,0.0,1.0
SF-M27,SF-E23,4,2,0,1,4,1,0.0,1.0,0.5,0.5
SF-M27,SF-I19,48,3,29,0,19,3,0.6041666666666666,0.3958333333333333,0.0,1.0
SF-M27,SF-H20,1,2,1,0,0,2,1.0,0.0,0.0,1.0
SF-M27,SF-G19,40,10,36,0,4,10,0.9,0.1,0.0,1.0
SF-M27,SF-G20,8,1,7,0,1,1,0.875,0.125,0.0,1.0
SF-M27,SF-H30,4,7,3,5,1,2,0.75,0.25,0.7142857142857143,0.2857142857142857
SF-M27,SF-G30-2,6,5,3,2,3,3,0.5,0.5,0.4,0.6
SF-M27,SF-D29,5,1,3,0,2,1,0.6,0.4,0.0,1.0
SF-M27,SF-A27,3,1,3,1,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-J13,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M27,SF-A20,1,2,1,0,0,2,1.0,0.0,0.0,1.0
SF-M27,SF-B28,1,4,1,4,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-J23-1,3,3,1,0,2,3,0.3333333333333333,0.6666666666666666,0.0,1.0
SF-M27,SF-I24,3,1,0,1,3,0,0.0,1.0,1.0,0.0
SF-M27,SF-F26,3,2,2,1,1,1,0.6666666666666666,0.3333333333333333,0.5,0.5
SF-M27,SF-M20,2,3,0,0,2,3,0.0,1.0,0.0,1.0
SF-M27,SF-K19,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M27,SF-R19,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M27,SF-P21,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M27,SF-O21,3,2,0,2,3,0,0.0,1.0,1.0,0.0
SF-M27,SF-O22,11,4,2,1,9,3,0.18181818181818182,0.8181818181818182,0.25,0.75
SF-M27,SF-N21,5,2,0,0,5,2,0.0,1.0,0.0,1.0
SF-M27,SF-L21,2,1,2,0,0,1,1.0,0.0,0.0,1.0
SF-M27,SF-Q30,1,3,0,3,1,0,0.0,1.0,1.0,0.0
SF-M27,SF-O30-2,2,2,2,0,0,2,1.0,0.0,0.0,1.0
SF-M27,SF-O30,1,3,1,2,0,1,1.0,0.0,0.6666666666666666,0.3333333333333333
SF-M27,SF-N27,5,6,4,6,1,0,0.8,0.2,1.0,0.0
SF-M27,SF-N28,9,5,0,5,9,0,0.0,1.0,1.0,0.0
SF-M27,SF-L29,8,2,7,2,1,0,0.875,0.125,1.0,0.0
SF-M27,SF I29-1,1,1,1,1,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-R24,1,2,1,1,0,1,1.0,0.0,0.5,0.5
SF-M27,SF-P26,1,1,0,0,1,1,0.0,1.0,0.0,1.0
SF-M27,SF-N25,1,2,0,2,1,0,0.0,1.0,1.0,0.0
SF-M27,SF-Q22-1,1,1,1,1,0,0,1.0,0.0,1.0,0.0
SF-M27,SF-P22,2,2,1,1,1,1,0.5,0.5,0.5,0.5
SF-L25,SF-M26,6,3,3,2,3,1,0.5,0.5,0.6666666666666666,0.3333333333333333
SF-L25,SF-M25,26,15,15,3,11,12,0.5769230769230769,0.4230769230769231,0.2,0.8
SF-L25,SF-M26-2,18,15,15,9,3,6,0.8333333333333334,0.16666666666666666,0.6,0.4
SF-L25,SF-L27,4,5,4,5,0,0,1.0,0.0,1.0,0.0
SF-L25,SF-K26,20,8,12,2,8,6,0.6,0.4,0.25,0.75
SF-L25,SF-J27,6,5,3,2,3,3,0.5,0.5,0.4,0.6
SF-L25,SF-M30,86,128,78,97,8,31,0.9069767441860465,0.09302325581395349,0.7578125,0.2421875
SF-L25,SF-L27-2,2,2,2,1,0,1,1.0,0.0,0.5,0.5
SF-L25,SF-J29-3,2,7,2,4,0,3,1.0,0.0,0.5714285714285714,0.42857142857142855
SF-L25,SF-J29,23,16,10,11,13,5,0.43478260869565216,0.5652173913043478,0.6875,0.3125
SF-L25,SF-L26,29,11,15,7,14,4,0.5172413793103449,0.4827586206896552,0.6363636363636364,0.36363636363636365
SF-L25,SF-M28,23,5,18,1,5,4,0.782608695652174,0.21739130434782608,0.2,0.8
SF-L25,SF-M27,9,7,6,2,3,5,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.7142857142857143
SF-L25,SF-M24,5,11,2,8,3,3,0.4,0.6,0.7272727272727273,0.2727272727272727
SF-L25,SF-L24,19,14,16,11,3,3,0.8421052631578947,0.15789473684210525,0.7857142857142857,0.21428571428571427
SF-L25,SF-N23,8,3,6,2,2,1,0.75,0.25,0.6666666666666666,0.3333333333333333
SF-L25,SF-N24-2,7,10,4,7,3,3,0.5714285714285714,0.42857142857142855,0.7,0.3
SF-L25,SF-K27-2,14,18,11,15,3,3,0.7857142857142857,0.21428571428571427,0.8333333333333334,0.16666666666666666
SF-L25,SF-J26-2,9,9,7,6,2,3,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.3333333333333333
SF-L25,SF-K28-3,23,5,21,3,2,2,0.9130434782608695,0.08695652173913043,0.6,0.4
SF-L25,SF-L28,11,9,9,8,2,1,0.8181818181818182,0.18181818181818182,0.8888888888888888,0.1111111111111111
SF-L25,SF-K28,9,8,7,7,2,1,0.7777777777777778,0.2222222222222222,0.875,0.125
SF-L25,SF-K29-1,11,15,11,9,0,6,1.0,0.0,0.6,0.4
SF-L25,SF-J28-2,9,3,4,1,5,2,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.6666666666666666
SF-L25,SF-K27,60,102,58,102,2,0,0.9666666666666667,0.03333333333333333,1.0,0.0
SF-L25,SF-K25,15,23,15,17,0,6,1.0,0.0,0.7391304347826086,0.2608695652173913
SF-L25,SF-J25,55,34,33,20,22,14,0.6,0.4,0.5882352941176471,0.4117647058823529
SF-L25,SF-P24,6,9,4,7,2,2,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.2222222222222222
SF-L25,SF-J24,12,6,11,6,1,0,0.9166666666666666,0.08333333333333333,1.0,0.0
SF-L25,SF-O24,8,4,6,3,2,1,0.75,0.25,0.75,0.25
SF-L25,SF-J26,9,14,1,4,8,10,0.1111111111111111,0.8888888888888888,0.2857142857142857,0.7142857142857143
SF-L25,SF-I26-,24,15,17,2,7,13,0.7083333333333334,0.2916666666666667,0.13333333333333333,0.8666666666666667
SF-L25,SF-I25,92,75,76,66,16,9,0.8260869565217391,0.17391304347826086,0.88,0.12
SF-L25,SF-K23,2,2,1,2,1,0,0.5,0.5,1.0,0.0
SF-L25,SF-H26,29,24,24,16,5,8,0.8275862068965517,0.1724137931034483,0.6666666666666666,0.3333333333333333
SF-L25,SF-O23,11,9,6,5,5,4,0.5454545454545454,0.45454545454545453,0.5555555555555556,0.4444444444444444
SF-L25,SF-H27-1,12,4,10,4,2,0,0.8333333333333334,0.16666666666666666,1.0,0.0
SF-L25,SF-F28-2,4,4,3,2,1,2,0.75,0.25,0.5,0.5
SF-L25,SF-G27,22,38,17,27,5,11,0.7727272727272727,0.22727272727272727,0.7105263157894737,0.2894736842105263
