station_id,lat,lng,elevation
31301,38.938739996598656,-77.08718297959187,115
31320,38.93629480769235,-77.08713370769239,119
31514,38.927495099999966,-76.99719201851855,51
31511,38.92864502482272,-76.99095585106392,48
31504,38.9325094310345,-76.9929020517242,50
31501,38.93367359770114,-76.99101667816089,53
31502,38.93460718571432,-76.99550156190475,49
31510,38.92704447222223,-76.97894513888889,42
31521,38.93293,-76.979517,30
31516,38.9206781349206,-76.99586677777775,44
31526,38.92427554901961,-76.98597642156861,51
31702,38.878,-76.9607,23
31715,38.883011,-76.949709,40
31671,38.88335425,-76.92529925000001,49
31707,38.889935,-76.93723,24
31714,38.8917495,-76.91358377777779,24
31705,38.894,-76.94797400000002,17
31716,38.895951031961886,-76.9678477271651,2
31708,38.89654160964909,-76.96011894736846,4
31703,38.897063,-76.947446,17
31713,38.897407,-76.925907,16
31719,38.89749124234232,-76.96950551441441,7
31710,38.898536,-76.931862,12
31717,38.90046848783359,-76.9472873210907,11
31704,38.901385,-76.941877,6
31711,38.908461875,-76.933110875,10
31814,38.84377,-76.97557,34
31815,38.846015,-76.97687483333333,48
31700,38.8600601760606,-76.9678485648005,85
31706,38.86559,-76.95210299999998,82
31804,38.86577741666667,-76.97840758333334,25
31701,38.86920236111112,-76.95985075,47
31826,38.86934488333335,-76.97852765833333,15
31807,38.86389699999998,-76.99003700000002,15
31812,38.8706780952381,-76.98235611904761,7
31805,38.87305700000001,-76.97101500000002,13
31820,38.87334431518147,-76.98339527722779,3
31720,38.87877055263159,-76.97092902631576,3
31801,38.8626675595238,-76.99464367857142,9
31803,38.866608541666665,-76.98525364583334,11
31802,38.86736825,-76.98804275,5
31667,38.863743,-77.01381400000001,0
31648,38.86967848227144,-77.01080860635065,7
31108,38.87669850307358,-77.01789521960461,6
31609,38.87869860284745,-77.02306266089124,3
31646,38.8804315019842,-77.02523548677254,3
31666,38.88111999337734,-77.0176571407288,5
31244,38.884103491561135,-77.01745743459914,5
31243,38.88637704851878,-77.01766453793005,5
31287,38.88433470002055,-77.02598534188843,8
31633,38.88731511988305,-77.0257632368422,8
31273,38.87843622994645,-77.03023130659554,4
31249,38.87981906736094,-77.03741582361091,5
31823,38.835737,-76.983144,55
31813,38.84627,-76.98185,57
31818,38.82373,-77.00223,16
31811,38.83151600000001,-77.00813300000002,26
31806,38.844711,-76.987823,55
31817,38.824481,-77.005497,10
31816,38.836000000000006,-77.0009,20
31824,38.83665601737116,-76.99358688200849,28
31800,38.84322988730829,-76.99937582015991,52
31261,38.89245261333336,-77.04656659777784,7
