station_id,SF-M26,SF-M25,SF-M26-2,SF-L27,SF-K26,SF-J27,SF-M30,SF-L27-2,SF-J29-3,SF-J29,SF-L26,SF-M28,SF-M27,SF-L25,SF-M24,SF-L24,SF-N23,SF-N24-2,SF-K27-2,SF-J26-2,SF-K28-3,SF-L28,SF-K28,SF-K29-1,SF-J28-2,SF-K27,SF-K25,SF-J25,SF-H26-2,SF-P24,SF-N22-1A,SF-J24,SF-O24,SF-J26,SF-I26-,SF-I25,SF-K23,SF-H26,SF-O23,SF-H27-1,SF-F28-2,SF-G27,SF-M22-2,SF-L22,SF-F27,SF-N22-2,SF-G28-2,SF-G28-1,SF-M22-1,SF-O25-1,SF-K22-2,SF-K24,SF-J23-2,SF-G23,SF-G24,SF-G25,SF-F23,SF-E23,SF-D24,SF-C22,SF-B22,SF-J17,SF-I19,SF-I20,SF-H16,SF-H19,SF-H20,SF-H18,SF-H17,SF-G19,SF-G17,SF-G18,SF-G20,SF-F19,SF-E18,SF-E20,SF-H30,SF-G30-2,SF-F30-1,SF-E29-2,SF-E29-1,SF-D29,SF-D28,SF-A27,SF-G29-2,SF-G29-1,SF-G30-1,SF-G29-3,SF-F30-2,SF-F29,SF-E29-3,SF-F28-1,SF-E28-2,SF-E28,SF-J10,SF-J12,SF-J13,SF-J15,SF-J14,SF-H13,SF-I16,SF-H12,SF-G10-2,SF-H15,SF-G9,SF-H14,SF-G13,SF-G11,SF-G12,SF-G10-1,SF-F15,SF-F16,SF-C21,SF-C20,SF-B21,SF-B19,SF-A20,SF-A19,SF-C26,SF-C25,SF-B25,SF-E27,SF-B28-2,SF-D27,SF-C28-2,SF-C28-1,SF-B28,SF-J1,SF-H0,SF-J3,SF-J5,SF-G6,SF-G8,SF-G5,SF-G7,SF-F9,SF-H25,SF-G26,SF-K21,SF-K22-1,SF-J23-1,SF-J22-1,SF-J22-2,SF-J21,SF-I21,SF-I22,SF-I23-2,SF-I24,SF-I23-1,SF-F26,SF-M13,SF-M15,SF-L19,SF-L20,SF-N20-1,SF-M20,SF-K17-2,SF-K20,SF-K15-,SF-K19,SF-K18,SF-K17,SF-J16,SF-J18,SF-J20,SF-J19,SF-O12,SF-M12,SF-M10,SF-M11,SF-R19,SF-R20,SF-Q21-2,SF-Q21-1,SF-P21,SF-O18,SF-O19,SF-O21,SF-O22,SF-N21,SF-N20-2,SF-M21,SF-L21,SF-S29,SF-S30,SF Depot,SF-Q30,SF-P30,SF-O30-2,SF-O30,SF-N27,SF-N29,SF-N28,SF-L30-1,SF-L31-1,SF-K30-2,SF-L29,SF-J29-1,SF-I30,SF-I29-2,SF-I27,SF-I28,SF-I30-2,SF I29-1,SF-H28,SF-H29,SF-S24,SF-R24,SF-R26,SF-Q26,SF-P26,SF-O25-2,SF-N22-1B,SF-N26,SF-N25,SF-T21,SF-T22,SF-S22-2,SF-S22-1,SF-Q23-3,SF-Q22-1,SF-Q22-2,SF-P22,SF-W19,SF-W19-2,SF-U21,SF-T20,SF-S21,SF-AA28,SF-Z28,SF-Y29,SF-Y30,SF-Y27,SF-X30,SF-X29,SF-W29,SF-V28,SF-V29,SF-V30,SF-V31,SF-V32,SF-U30,SF-W14,SF-Z7,SF-Z6,SF-W8,SF-BB17,SF-AA15,SF-Z16,SF-Y14,SF-X14,SF-X19,SF-Y25
SF-K28-3,1,0,0,1,0,0,0,0,5,1,0,4,0,2,0,0,11,0,1,1,2,1,0,0,1,0,1,5,1,0,1,0,1,1,0,5,0,1,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,8,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SF-L28,1,10,7,0,10,2,4,5,39,6,71,3,1,2,1,5,4,5,16,7,0,112,0,47,4,16,3,8,5,3,0,7,2,2,0,8,0,1,2,4,5,3,16,1,1,5,2,1,0,0,1,1,2,0,0,4,2,4,1,0,1,1,1,0,1,0,1,0,0,1,2,0,4,2,0,0,24,6,2,96,23,16,3,3,3,13,2,1,13,2,0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,2,1,1,4,2,0,3,8,0,3,3,0,0,0,0,1,0,0,0,0,1,5,2,1,3,3,2,6,1,1,1,3,0,3,24,3,1,0,4,8,0,2,5,4,1,3,1,3,1,4,0,0,0,0,1,0,13,0,1,1,1,4,10,6,4,2,4,0,0,3,39,5,6,3,15,1,24,3,1,2,19,1,2,1,4,3,4,11,2,1,0,2,0,0,2,1,0,0,1,0,1,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SF-K28,3,4,4,6,14,7,4,0,1,5,10,8,0,2,0,1,7,0,2,3,2,2,17,3,1,2,5,8,0,2,9,0,0,1,1,15,0,10,2,0,3,3,1,1,2,6,1,1,2,1,1,3,1,0,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,2,0,3,4,2,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,3,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,7,1,2,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,2,1,2,1,0,2,3,0,0,1,1,1,1,0,4,3,1,1,4,5,3,2,0,7,0,0,0,1,2,0,2,1,2,5,4,0,0,0,4,1,1,4,1,1,1,15,1,1,9,0,0,6,3,0,0,0,0,0,0,1,1,2,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SF-K29-1,3,3,15,8,11,15,173,4,3,10,17,25,2,0,4,1,8,3,5,30,0,35,4,98,3,2,4,28,9,2,3,11,1,5,5,60,1,21,6,20,26,27,12,5,14,17,19,27,1,3,2,6,0,0,9,7,55,7,2,39,9,7,0,1,0,0,1,1,0,2,1,3,2,3,0,3,28,11,40,68,44,76,15,15,10,25,42,17,13,9,7,2,1,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,3,2,11,10,5,54,27,6,18,5,11,5,3,12,0,0,0,0,0,1,0,0,1,6,9,5,12,20,6,3,6,6,1,9,22,7,15,3,2,1,3,7,4,2,6,3,0,4,2,0,3,2,15,0,0,1,1,1,0,1,4,0,5,4,18,9,6,2,5,12,2,1,1,73,24,8,60,28,45,9,77,6,13,11,8,7,6,6,5,20,20,22,7,6,1,0,11,3,6,6,6,4,0,0,0,0,0,9,7,2,0,0,1,3,3,0,0,0,1,1,0,0,0,0,2,6,1,1,0,0,0,0,0,1,0,1,0,0,0,1
SF-J28-2,0,6,13,6,19,5,59,0,5,7,32,7,0,5,3,1,2,3,24,16,1,3,5,4,25,23,7,7,3,1,0,5,0,5,1,15,0,15,3,4,3,13,2,7,10,11,1,2,2,0,5,3,3,2,7,4,6,4,2,0,2,2,1,1,0,0,1,0,0,0,2,1,8,0,1,0,2,9,0,9,13,34,20,1,10,5,8,4,2,4,0,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,1,11,38,9,2,2,9,2,0,6,0,2,1,0,0,1,0,0,0,2,18,6,2,11,3,4,1,1,6,0,7,3,9,0,0,0,5,1,3,0,3,4,0,3,0,2,4,1,4,0,0,0,0,1,0,0,0,0,5,0,13,2,7,3,0,4,2,1,0,8,12,1,9,11,1,16,26,1,1,6,2,1,3,9,1,2,4,1,3,1,0,3,0,19,2,0,0,4,0,6,1,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SF-K27,0,4,1,4,4,1,1,3,2,3,1,2,1,2,1,5,1,0,0,2,1,1,1,0,3,11,1,6,3,0,0,3,0,1,0,12,0,8,10,0,1,10,1,1,0,3,0,1,1,0,0,0,0,7,3,2,4,3,1,1,0,6,1,0,0,0,3,0,0,0,0,2,1,0,0,1,2,5,0,1,0,1,0,0,3,1,3,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2,0,7,8,4,21,1,1,0,2,1,2,1,2,0,1,1,2,1,2,2,2,5,4,0,7,2,3,0,0,0,0,0,0,2,1,1,4,1,2,5,0,0,7,5,0,0,0,0,4,1,1,5,0,2,18,1,1,3,1,0,0,1,2,3,0,2,0,2,3,1,0,1,3,0,0,2,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-K25,4,13,5,2,6,5,7,1,2,15,3,6,1,0,2,15,11,7,0,7,0,5,1,15,6,1,48,15,33,3,0,12,5,8,10,11,0,13,12,15,7,16,6,6,18,26,3,1,5,5,1,4,9,9,60,6,19,13,12,6,5,1,1,2,1,0,3,2,0,12,0,1,4,5,18,2,1,12,34,5,4,5,7,2,15,5,8,3,17,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,1,3,2,8,8,13,6,2,2,1,1,1,0,0,0,0,0,1,4,1,9,4,4,10,10,10,9,1,3,3,0,8,20,7,4,4,3,4,14,2,3,0,21,6,3,1,5,6,9,0,7,1,0,5,2,8,2,4,0,19,22,7,5,0,1,10,1,4,0,5,3,1,4,5,1,2,5,0,7,5,2,1,6,18,15,2,5,25,16,6,8,2,3,5,8,1,5,2,0,0,2,9,7,7,9,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
SF-J25,5,25,34,1,35,6,14,3,5,49,53,12,1,22,8,40,6,3,9,15,0,13,1,31,14,4,10,223,13,8,0,26,10,5,3,6,0,22,28,8,15,50,77,9,7,63,1,5,8,2,18,9,7,21,32,11,28,13,6,2,23,8,0,4,5,0,3,0,1,11,1,2,10,8,15,2,6,17,4,4,19,3,3,4,19,5,11,23,16,8,1,40,0,6,2,0,2,1,0,3,0,14,0,1,2,0,2,1,1,1,0,1,0,1,1,2,4,1,1,17,7,5,0,6,0,0,5,1,1,0,2,1,0,0,0,1,1,23,6,10,68,4,9,6,1,8,9,3,6,28,2,5,4,14,11,23,2,9,20,16,3,6,1,5,5,8,0,13,1,7,4,1,5,0,14,7,12,53,14,10,3,9,20,1,4,0,5,11,5,10,15,4,9,30,2,20,11,13,29,3,23,12,2,5,1,5,5,15,1,0,7,2,8,0,3,2,10,2,7,11,7,14,15,1,0,0,7,2,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
SF-H26-2,0,3,6,0,3,3,53,0,10,5,0,11,1,1,3,3,4,1,8,44,0,0,2,8,62,7,25,4,112,1,2,12,3,3,10,6,0,9,6,0,42,21,1,5,3,4,0,2,5,1,5,1,1,2,7,14,9,7,1,2,2,9,0,10,2,1,3,1,0,4,3,2,3,3,14,0,1,3,5,8,0,6,2,2,3,0,4,0,1,3,2,5,1,1,0,10,0,0,0,3,0,25,0,0,0,0,0,0,4,0,0,0,0,3,1,1,0,0,50,3,47,3,1,4,0,0,0,0,0,1,0,0,0,0,1,0,3,5,49,3,18,4,7,25,0,0,7,2,2,18,3,2,2,2,2,15,1,3,7,1,2,4,3,4,14,7,0,0,0,0,6,0,3,0,1,1,1,10,8,2,1,3,18,0,0,0,0,0,0,3,15,0,1,6,1,0,10,7,1,0,7,2,1,3,3,0,3,19,0,1,0,1,1,1,0,1,1,1,4,1,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SF-P24,0,7,7,0,0,1,17,1,2,2,16,5,0,2,10,12,6,17,4,16,0,2,0,0,0,2,3,11,1,39,0,4,10,5,1,1,0,8,19,2,11,33,13,6,1,17,1,0,1,1,2,1,4,2,4,19,4,10,0,0,0,4,1,0,0,1,1,1,2,3,0,3,3,4,1,1,8,6,1,1,7,3,0,0,4,3,3,0,3,0,53,1,2,0,0,2,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,6,0,0,0,0,2,1,4,0,0,0,0,0,1,0,0,1,5,6,3,14,5,8,7,2,1,2,1,1,9,1,18,19,6,3,9,2,5,11,2,56,3,6,57,1,3,10,5,1,4,2,4,7,6,12,6,14,17,7,4,4,11,7,3,0,0,3,4,4,15,31,7,5,6,1,1,1,3,1,1,1,1,1,4,0,2,16,16,1,4,2,10,3,1,19,0,9,0,3,8,9,8,5,1,0,3,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SF-N22-1A,0,5,0,1,1,0,3,0,0,7,1,0,0,0,5,4,0,4,1,1,0,0,1,1,0,0,1,0,0,0,10,1,2,0,0,1,0,1,1,0,0,1,0,2,1,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,3,0,1,1,0,0,0,0,4,0,0,0,0,1,3,1,2,4,1,3,5,3,1,0,0,1,0,1,1,1,1,0,0,0,4,1,1,9,1,0,9,6,9,0,0,0,0,0,0,3,4,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,3,0,1,1,1,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-J24,2,16,16,2,37,9,54,1,3,41,7,19,1,1,3,12,5,9,7,8,0,2,2,17,8,1,15,45,20,3,0,84,3,5,5,14,0,16,10,10,2,16,17,3,4,12,2,2,5,9,1,5,2,10,24,6,8,8,2,6,2,2,2,4,0,0,6,0,0,2,0,0,6,4,27,1,22,9,12,4,9,2,1,4,13,3,6,37,4,0,2,0,3,2,2,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,4,1,0,0,1,0,4,3,15,2,3,19,0,0,2,1,0,0,0,0,0,0,2,4,7,11,2,5,20,4,12,11,0,5,10,5,8,7,0,4,2,5,2,7,0,4,11,6,2,5,0,8,1,6,0,15,1,0,3,2,3,0,5,2,10,34,13,8,5,6,5,1,0,0,11,7,4,6,19,0,5,13,4,2,19,4,1,2,12,8,6,17,19,2,21,4,0,2,17,16,4,1,3,1,4,1,0,3,14,4,8,1,2,0,1,1,3,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0
SF-O24,0,3,0,0,1,2,6,0,0,0,10,0,0,2,6,14,4,4,3,13,0,0,2,0,0,1,7,9,1,1,0,2,25,2,1,0,1,2,4,8,2,7,3,7,6,10,0,0,2,2,1,4,1,0,3,19,1,20,1,4,2,3,0,0,2,0,0,0,0,1,1,0,3,0,0,8,4,5,1,1,4,3,1,0,7,1,0,1,9,1,43,2,1,1,1,5,0,0,0,8,1,0,0,0,0,0,0,0,0,1,2,0,0,3,0,1,0,0,4,3,3,1,2,2,2,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,8,4,7,2,0,0,1,0,1,15,9,28,11,3,1,3,1,1,5,3,4,1,0,5,0,6,0,2,1,2,1,0,10,2,2,2,10,10,7,2,2,4,5,0,1,0,2,2,2,6,7,0,5,4,2,0,0,5,0,3,7,2,0,1,2,1,20,10,0,0,3,1,3,1,0,3,3,2,1,2,3,4,2,0,0,3,1,4,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SF-J26,1,5,4,14,9,4,16,0,3,13,25,76,1,8,5,10,3,0,3,10,0,0,1,5,5,1,5,7,8,1,0,17,3,42,6,6,1,6,2,2,7,14,3,3,9,1,0,0,0,1,4,2,3,1,1,2,4,3,0,0,0,2,1,1,0,1,1,0,0,1,2,3,1,1,27,1,0,1,4,2,8,2,1,7,11,5,8,7,1,1,1,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0,3,2,4,0,5,0,0,6,1,0,0,0,1,0,0,0,0,5,7,5,3,10,4,7,0,1,1,0,4,1,16,0,1,3,2,3,5,0,1,7,1,0,1,0,0,0,5,0,0,0,1,0,0,1,3,0,1,6,4,4,48,0,8,7,0,0,0,1,4,0,4,8,2,4,18,13,9,11,1,1,3,21,8,3,3,13,1,3,2,0,0,0,1,1,5,0,2,0,1,2,5,0,2,2,1,3,0,8,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-I26-,0,5,3,5,2,0,11,1,0,1,8,1,0,7,2,4,1,1,7,2,1,1,0,0,2,2,4,11,11,5,0,6,3,3,35,5,1,3,3,5,3,13,6,2,4,2,0,0,1,0,2,1,2,2,0,1,5,4,0,1,0,2,0,4,0,0,4,0,0,1,0,2,4,1,0,1,0,0,3,1,1,1,1,0,10,2,3,1,5,0,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,1,1,1,0,7,2,0,0,0,0,0,0,0,0,0,2,0,7,10,9,3,15,2,8,7,0,0,0,1,4,19,5,1,1,2,1,8,0,0,6,2,1,1,1,1,1,1,0,2,0,0,2,0,0,0,0,2,3,6,5,1,0,3,11,0,0,0,0,1,0,0,2,0,4,2,0,0,1,1,0,1,2,2,0,0,1,1,2,13,0,0,3,1,1,2,3,1,0,1,4,6,1,6,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-I25,1,2,79,0,42,5,12,1,4,13,91,12,0,16,1,5,3,2,11,11,0,0,3,57,4,6,6,11,9,2,1,12,8,7,7,86,0,27,2,6,25,49,35,4,21,21,2,2,4,4,6,1,4,5,40,26,6,16,6,7,3,12,4,7,0,0,9,0,0,1,0,4,2,4,5,1,1,6,0,28,11,8,6,4,6,34,9,7,3,6,18,29,5,5,0,1,1,1,0,0,2,7,0,0,0,0,3,2,1,0,2,3,0,2,0,5,2,4,11,11,6,5,2,34,4,0,2,1,0,0,1,0,2,0,0,0,8,13,17,18,70,16,8,20,2,7,9,13,7,21,10,4,7,5,8,35,10,11,13,23,6,22,6,9,4,9,0,1,4,2,8,5,5,1,18,11,14,19,13,9,3,7,62,0,0,0,11,2,0,4,3,2,26,9,0,3,7,5,2,5,13,5,1,28,5,2,2,6,2,1,4,4,5,3,4,0,3,1,4,19,9,11,4,1,0,0,21,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-K23,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,2,0,5,0,1,0,0,2,0,0,0,0,2,2,1,0,2,4,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,7,6,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,5,5,4,0,0,1,3,0,2,4,2,2,3,1,11,0,3,1,0,2,1,0,3,2,6,0,0,1,1,0,1,0,2,0,0,1,3,3,1,0,5,4,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,2,2,2,0,1,3,0,3,3,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SF-H26,0,9,9,4,10,2,17,3,7,23,11,5,1,5,7,16,7,9,9,7,0,2,9,13,4,5,12,25,9,5,0,17,3,2,6,28,0,111,7,2,29,26,21,19,19,30,2,0,14,6,13,4,12,24,39,20,15,21,7,2,9,37,6,9,1,1,8,5,2,6,8,4,8,20,7,4,10,4,1,19,10,6,9,6,9,12,7,7,3,2,6,27,5,7,0,5,7,1,0,0,1,11,0,0,0,1,2,1,1,0,1,2,1,5,2,6,5,1,23,19,13,6,2,58,1,0,9,5,0,5,4,1,3,0,2,0,13,11,30,50,111,41,37,32,7,19,6,13,19,42,4,15,14,15,21,66,8,24,24,42,10,10,8,16,14,19,2,1,2,11,5,1,5,4,9,20,26,20,31,9,8,17,118,1,1,0,10,6,4,9,16,4,13,8,2,2,19,7,2,1,9,7,0,4,8,3,6,10,0,8,4,6,3,2,2,1,10,3,9,6,9,8,18,0,0,3,2,0,0,0,0,4,0,0,0,0,1,0,1,0,0,29,2,0,0,0,0,0,0,0,0,0,0
SF-O23,1,3,1,1,4,1,18,0,3,4,17,7,2,5,7,7,3,10,8,12,0,4,2,7,4,0,16,15,3,1,2,7,9,3,4,4,2,3,35,7,1,7,5,7,43,5,1,1,11,2,4,8,4,3,8,4,6,16,2,7,1,9,1,5,1,0,1,1,0,2,1,2,5,5,0,13,2,19,2,3,2,0,2,1,99,0,3,1,12,3,16,13,1,0,0,4,1,1,0,1,3,1,2,0,0,1,0,0,0,0,1,2,6,1,0,1,3,1,4,6,3,8,0,0,1,0,0,2,0,0,0,0,2,2,1,0,1,4,4,2,25,6,5,4,0,3,1,0,2,9,12,8,22,6,22,17,3,7,8,2,8,5,0,18,5,3,0,1,1,4,2,9,7,8,17,8,26,10,14,3,9,9,8,0,0,0,7,3,12,13,9,2,14,8,2,12,0,0,3,16,2,1,3,0,6,4,23,12,5,8,13,5,3,8,1,8,20,3,9,8,4,6,4,4,0,5,6,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0
SF-H27-1,1,2,2,2,1,7,1,4,4,11,1,6,0,2,1,4,6,5,4,5,1,6,2,13,2,0,5,16,1,0,0,5,5,1,9,4,1,6,13,29,7,12,6,2,4,3,2,1,2,1,3,11,5,0,1,4,6,3,0,1,2,2,0,0,0,1,1,0,0,0,0,3,2,1,1,2,0,4,9,5,5,2,2,2,14,3,9,2,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,2,0,4,9,4,2,0,10,0,0,3,1,0,0,1,0,0,0,3,1,22,3,2,1,12,2,7,6,0,0,2,1,8,5,0,2,6,4,2,10,4,1,0,2,2,3,0,0,1,4,0,0,1,1,0,0,0,1,0,2,3,7,11,2,3,1,7,1,0,0,5,4,2,7,3,19,1,10,1,5,16,6,25,2,6,1,6,2,8,1,3,7,0,0,2,0,1,1,0,2,1,0,1,3,7,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-F28-2,2,1,1,3,4,2,8,1,2,14,2,9,0,1,4,3,8,1,8,5,0,0,7,19,10,1,8,38,11,13,0,2,2,3,15,21,1,34,5,13,95,51,10,8,15,20,1,4,2,1,6,18,3,4,29,20,16,24,3,6,27,19,2,1,2,0,3,0,1,1,1,6,9,10,4,3,2,15,2,18,12,12,14,9,12,6,15,11,3,10,11,25,5,7,0,7,1,0,0,0,0,1,0,1,1,0,10,1,3,0,2,1,0,23,19,6,7,8,51,13,22,3,5,8,30,2,6,1,0,2,7,0,1,2,3,1,9,8,12,9,50,35,46,11,4,22,4,3,6,22,23,21,38,50,17,35,1,33,7,11,4,9,11,15,9,14,1,0,0,5,31,2,11,9,1,29,16,18,13,6,8,14,60,0,0,0,7,4,4,6,15,4,3,37,1,12,70,13,19,29,12,8,13,46,17,2,6,5,1,2,3,1,1,3,4,0,6,0,4,0,13,4,9,25,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF-G27,3,4,8,9,13,7,14,4,11,28,4,16,0,5,3,4,3,7,10,25,2,4,3,22,14,6,17,41,13,8,0,21,2,9,15,58,3,29,10,19,55,207,24,14,23,33,5,11,3,12,25,9,11,6,47,33,19,17,5,6,19,28,8,3,1,4,10,4,3,6,2,9,16,6,11,4,16,46,4,38,27,16,36,19,62,13,61,38,24,22,35,21,13,17,4,5,5,1,2,0,0,6,2,0,1,0,4,0,1,0,1,0,2,3,1,10,10,2,62,66,43,20,16,52,7,0,15,5,1,3,0,0,1,0,1,1,21,20,20,54,157,38,47,82,11,11,20,19,27,71,7,8,42,34,9,76,5,19,13,27,11,12,3,22,14,34,0,7,1,5,8,5,9,6,12,14,23,22,36,7,3,42,97,1,0,0,15,16,13,22,20,4,14,19,1,17,48,18,11,27,15,10,16,23,9,5,8,15,1,2,6,4,4,4,2,7,10,5,5,6,18,17,9,1,5,5,17,5,0,3,0,1,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SF-M22-2,1,10,10,1,7,6,18,1,1,19,40,5,0,3,58,10,3,2,7,14,0,10,1,6,4,4,18,77,1,10,1,12,2,7,1,34,6,14,2,2,8,25,96,40,9,20,18,1,29,7,16,8,8,9,42,11,21,16,5,10,5,16,6,2,2,0,7,1,1,1,2,6,9,7,3,5,1,8,2,15,8,0,9,2,32,47,5,11,2,1,0,2,0,2,0,4,3,0,0,2,1,1,3,5,0,1,1,0,9,6,0,0,0,1,1,3,7,0,9,26,5,5,2,12,1,1,3,3,1,1,0,0,2,0,8,2,17,6,15,9,67,25,15,25,5,3,4,2,15,16,7,14,28,18,15,21,9,25,25,30,19,14,8,16,4,8,0,4,1,6,10,4,18,8,21,23,19,14,21,2,7,12,39,0,0,0,3,5,6,6,12,2,13,13,4,1,8,2,2,1,16,1,8,2,8,1,7,8,5,10,3,11,6,3,11,9,84,21,20,15,28,23,20,2,3,5,11,4,0,0,0,2,1,0,1,2,0,0,0,0,1,0,2,0,1,1,2,1,3,0,0,2,1
SF-L22,5,8,2,0,3,4,64,2,0,29,10,7,0,14,8,27,3,4,13,9,1,0,3,0,2,0,12,11,1,10,2,9,6,3,1,10,0,28,6,4,11,17,26,107,4,14,2,1,19,1,13,0,7,17,18,17,11,9,11,10,6,4,0,0,0,0,5,1,3,6,4,2,38,4,4,3,1,11,1,10,8,2,1,1,15,6,5,10,2,2,6,6,0,2,2,5,0,0,0,0,0,2,1,1,1,1,2,2,13,1,1,1,0,0,4,0,5,1,8,19,4,4,1,7,0,0,3,2,2,4,0,1,0,2,2,1,3,13,11,3,33,8,11,16,0,19,3,1,12,17,3,9,12,7,11,11,10,26,24,15,13,9,9,16,12,7,0,11,1,6,19,9,13,5,12,17,30,23,45,5,4,6,36,1,1,1,5,8,2,2,6,3,11,18,0,0,2,5,0,2,2,0,6,0,3,0,13,14,10,3,4,9,17,2,4,3,6,1,14,8,29,41,40,2,2,1,33,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0
