station_id,SF-M26,SF-M25,SF-M26-2,SF-L27,SF-K26,SF-J27,SF-M30,SF-L27-2,SF-J29-3,SF-J29,SF-L26,SF-M28,SF-M27,SF-L25,SF-M24,SF-L24,SF-N23,SF-N24-2,SF-K27-2,SF-J26-2,SF-K28-3,SF-L28,SF-K28,SF-K29-1,SF-J28-2,SF-K27,SF-K25,SF-J25,SF-H26-2,SF-P24,SF-N22-1A,SF-J24,SF-O24,SF-J26,SF-I26-,SF-I25,SF-K23,SF-H26,SF-O23,SF-H27-1,SF-F28-2,SF-G27,SF-M22-2,SF-L22,SF-F27,SF-N22-2,SF-G28-2,SF-G28-1,SF-M22-1,SF-O25-1,SF-K22-2,SF-K24,SF-J23-2,SF-G23,SF-G24,SF-G25,SF-F23,SF-E23,SF-D24,SF-C22,SF-B22,SF-J17,SF-I19,SF-I20,SF-H16,SF-H19,SF-H20,SF-H18,SF-H17,SF-G19,SF-G17,SF-G18,SF-G20,SF-F19,SF-E18,SF-E20,SF-H30,SF-G30-2,SF-F30-1,SF-E29-2,SF-E29-1,SF-D29,SF-D28,SF-A27,SF-G29-2,SF-G29-1,SF-G30-1,SF-G29-3,SF-F30-2,SF-F29,SF-E29-3,SF-F28-1,SF-E28-2,SF-E28,SF-J10,SF-J12,SF-J13,SF-J15,SF-J14,SF-H13,SF-I16,SF-H12,SF-G10-2,SF-H15,SF-G9,SF-H14,SF-G13,SF-G11,SF-G12,SF-G10-1,SF-F15,SF-F16,SF-C21,SF-C20,SF-B21,SF-B19,SF-A20,SF-A19,SF-C26,SF-C25,SF-B25,SF-E27,SF-B28-2,SF-D27,SF-C28-2,SF-C28-1,SF-B28,SF-J1,SF-H0,SF-J3,SF-J5,SF-G6,SF-G8,SF-G5,SF-G7,SF-F9,SF-H25,SF-G26,SF-K21,SF-K22-1,SF-J23-1,SF-J22-1,SF-J22-2,SF-J21,SF-I21,SF-I22,SF-I23-2,SF-I24,SF-I23-1,SF-F26,SF-M13,SF-M15,SF-L19,SF-L20,SF-N20-1,SF-M20,SF-K17-2,SF-K20,SF-K15-,SF-K19,SF-K18,SF-K17,SF-J16,SF-J18,SF-J20,SF-J19,SF-O12,SF-M12,SF-M10,SF-M11,SF-R19,SF-R20,SF-Q21-2,SF-Q21-1,SF-P21,SF-O18,SF-O19,SF-O21,SF-O22,SF-N21,SF-N20-2,SF-M21,SF-L21,SF-S29,SF-S30,SF Depot,SF-Q30,SF-P30,SF-O30-2,SF-O30,SF-N27,SF-N29,SF-N28,SF-L30-1,SF-L31-1,SF-K30-2,SF-L29,SF-J29-1,SF-I30,SF-I29-2,SF-I27,SF-I28,SF-I30-2,SF I29-1,SF-H28,SF-H29,SF-S24,SF-R24,SF-R26,SF-Q26,SF-P26,SF-O25-2,SF-N22-1B,SF-N26,SF-N25,SF-T21,SF-T22,SF-S22-2,SF-S22-1,SF-Q23-3,SF-Q22-1,SF-Q22-2,SF-P22,SF-W19,SF-W19-2,SF-U21,SF-T20,SF-S21,SF-AA28,SF-Z28,SF-Y29,SF-Y30,SF-Y27,SF-X30,SF-X29,SF-W29,SF-V28,SF-V29,SF-V30,SF-V31,SF-V32,SF-U30,SF-W14,SF-Z7,SF-Z6,SF-W8,SF-BB17,SF-AA15,SF-Z16,SF-Y14,SF-X14,SF-X19,SF-Y25
SF-J17,-60.0,-57.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-67.0,-67.0,-67.0,-65.0,-65.0,-65.0,-65.0,-65.0,-67.0,-67.0,-69.0,-69.0,-69.0,-69.0,-69.0,-66.0,-62.0,-62.0,-62.0,-62.0,-62.0,-64.0,-64.0,-68.0,-66.0,-59.0,-59.0,-59.0,-59.0,-63.0,-63.0,-58.0,-58.0,-58.0,-58.0,-58.0,-64.0,-64.0,-63.0,-63.0,-57.0,-60.0,-56.0,-36.0,-28.0,-35.0,-25.0,-15.0,3.0,-36.0,-42.0,0.0,-20.0,-38.0,12.0,-33.0,-33.0,-20.0,-7.0,-32.0,-16.0,-29.0,-29.0,-23.0,-8.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-59.0,-65.0,-66.0,-64.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-1.0,-1.0,1.0,28.0,16.0,-5.0,17.0,-15.0,-19.0,4.0,-26.0,-2.0,-7.0,-18.0,-16.0,-21.0,7.0,12.0,-42.0,-58.0,-49.0,-64.0,-65.0,-68.0,-53.0,-48.0,-62.0,-67.0,-67.0,-60.0,-65.0,-71.0,-70.0,-60.0,-65.0,-18.0,-10.0,-19.0,-28.0,-8.0,-31.0,-32.0,-57.0,-55.0,-21.0,-55.0,-55.0,-50.0,-50.0,-48.0,-46.0,-46.0,-53.0,-54.0,-49.0,-45.0,16.0,18.0,-19.0,-33.0,-33.0,-33.0,14.0,-26.0,6.0,-19.0,-9.0,-5.0,2.0,-11.0,-37.0,-21.0,39.0,17.0,4.0,9.0,-12.0,-24.0,-18.0,-32.0,-37.0,-23.0,-43.0,-54.0,-54.0,-52.0,-42.0,-49.0,-37.0,-68.0,-68.0,-67.0,-66.0,-60.0,-62.0,-59.0,-61.0,-62.0,-65.0,-69.0,-69.0,-69.0,-69.0,-66.0,-66.0,-66.0,-67.0,-67.0,-62.0,-54.0,-64.0,-55.0,-59.0,-55.0,-57.0,-55.0,-52.0,-61.0,-61.0,-50.0,-53.0,-36.0,-42.0,-44.0,-50.0,-47.0,-47.0,-45.0,-49.0,-13.0,-6.0,-14.0,-33.0,-34.0,-66.0,-66.0,-57.0,-56.0,-54.0,-47.0,-45.0,-55.0,-54.0,-64.0,-65.0,-65.0,-68.0,-68.0,42.0,-32.0,-41.0,-10.0,-8.0,-1.0,-16.0,27.0,30.0,-35.0,-45.0
SF-I19,-40.0,-37.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-47.0,-47.0,-47.0,-45.0,-45.0,-45.0,-45.0,-45.0,-47.0,-47.0,-49.0,-49.0,-49.0,-49.0,-49.0,-46.0,-42.0,-42.0,-42.0,-42.0,-42.0,-44.0,-44.0,-48.0,-46.0,-39.0,-39.0,-39.0,-39.0,-43.0,-43.0,-38.0,-38.0,-38.0,-38.0,-38.0,-44.0,-44.0,-43.0,-43.0,-37.0,-40.0,-36.0,-16.0,-8.0,-15.0,-5.0,5.0,23.0,-16.0,-22.0,20.0,0.0,-18.0,32.0,-13.0,-13.0,0.0,13.0,-12.0,4.0,-9.0,-9.0,-3.0,12.0,20.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-39.0,-45.0,-46.0,-44.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,19.0,19.0,21.0,48.0,36.0,15.0,37.0,5.0,1.0,24.0,-6.0,18.0,13.0,2.0,4.0,-1.0,27.0,32.0,-22.0,-38.0,-29.0,-44.0,-45.0,-48.0,-33.0,-28.0,-42.0,-47.0,-47.0,-40.0,-45.0,-51.0,-50.0,-40.0,-45.0,2.0,10.0,1.0,-8.0,12.0,-11.0,-12.0,-37.0,-35.0,-1.0,-35.0,-35.0,-30.0,-30.0,-28.0,-26.0,-26.0,-33.0,-34.0,-29.0,-25.0,36.0,38.0,1.0,-13.0,-13.0,-13.0,34.0,-6.0,26.0,1.0,11.0,15.0,22.0,9.0,-17.0,-1.0,59.0,37.0,24.0,29.0,8.0,-4.0,2.0,-12.0,-17.0,-3.0,-23.0,-34.0,-34.0,-32.0,-22.0,-29.0,-17.0,-48.0,-48.0,-47.0,-46.0,-40.0,-42.0,-39.0,-41.0,-42.0,-45.0,-49.0,-49.0,-49.0,-49.0,-46.0,-46.0,-46.0,-47.0,-47.0,-42.0,-34.0,-44.0,-35.0,-39.0,-35.0,-37.0,-35.0,-32.0,-41.0,-41.0,-30.0,-33.0,-16.0,-22.0,-24.0,-30.0,-27.0,-27.0,-25.0,-29.0,7.0,14.0,6.0,-13.0,-14.0,-46.0,-46.0,-37.0,-36.0,-34.0,-27.0,-25.0,-35.0,-34.0,-44.0,-45.0,-45.0,-48.0,-48.0,62.0,-12.0,-21.0,10.0,12.0,19.0,4.0,47.0,50.0,-15.0,-25.0
SF-I20,-22.0,-19.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-29.0,-29.0,-29.0,-27.0,-27.0,-27.0,-27.0,-27.0,-29.0,-29.0,-31.0,-31.0,-31.0,-31.0,-31.0,-28.0,-24.0,-24.0,-24.0,-24.0,-24.0,-26.0,-26.0,-30.0,-28.0,-21.0,-21.0,-21.0,-21.0,-25.0,-25.0,-20.0,-20.0,-20.0,-20.0,-20.0,-26.0,-26.0,-25.0,-25.0,-19.0,-22.0,-18.0,2.0,10.0,3.0,13.0,23.0,41.0,2.0,-4.0,38.0,18.0,0.0,50.0,5.0,5.0,18.0,31.0,6.0,22.0,9.0,9.0,15.0,30.0,38.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-21.0,-27.0,-28.0,-26.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,37.0,37.0,39.0,66.0,54.0,33.0,55.0,23.0,19.0,42.0,12.0,36.0,31.0,20.0,22.0,17.0,45.0,50.0,-4.0,-20.0,-11.0,-26.0,-27.0,-30.0,-15.0,-10.0,-24.0,-29.0,-29.0,-22.0,-27.0,-33.0,-32.0,-22.0,-27.0,20.0,28.0,19.0,10.0,30.0,7.0,6.0,-19.0,-17.0,17.0,-17.0,-17.0,-12.0,-12.0,-10.0,-8.0,-8.0,-15.0,-16.0,-11.0,-7.0,54.0,56.0,19.0,5.0,5.0,5.0,52.0,12.0,44.0,19.0,29.0,33.0,40.0,27.0,1.0,17.0,77.0,55.0,42.0,47.0,26.0,14.0,20.0,6.0,1.0,15.0,-5.0,-16.0,-16.0,-14.0,-4.0,-11.0,1.0,-30.0,-30.0,-29.0,-28.0,-22.0,-24.0,-21.0,-23.0,-24.0,-27.0,-31.0,-31.0,-31.0,-31.0,-28.0,-28.0,-28.0,-29.0,-29.0,-24.0,-16.0,-26.0,-17.0,-21.0,-17.0,-19.0,-17.0,-14.0,-23.0,-23.0,-12.0,-15.0,2.0,-4.0,-6.0,-12.0,-9.0,-9.0,-7.0,-11.0,25.0,32.0,24.0,5.0,4.0,-28.0,-28.0,-19.0,-18.0,-16.0,-9.0,-7.0,-17.0,-16.0,-26.0,-27.0,-27.0,-30.0,-30.0,80.0,6.0,-3.0,28.0,30.0,37.0,22.0,65.0,68.0,3.0,-7.0
SF-H16,-72.0,-69.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.0,-79.0,-79.0,-77.0,-77.0,-77.0,-77.0,-77.0,-79.0,-79.0,-81.0,-81.0,-81.0,-81.0,-81.0,-78.0,-74.0,-74.0,-74.0,-74.0,-74.0,-76.0,-76.0,-80.0,-78.0,-71.0,-71.0,-71.0,-71.0,-75.0,-75.0,-70.0,-70.0,-70.0,-70.0,-70.0,-76.0,-76.0,-75.0,-75.0,-69.0,-72.0,-68.0,-48.0,-40.0,-47.0,-37.0,-27.0,-9.0,-48.0,-54.0,-12.0,-32.0,-50.0,0.0,-45.0,-45.0,-32.0,-19.0,-44.0,-28.0,-41.0,-41.0,-35.0,-20.0,-12.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,-71.0,-77.0,-78.0,-76.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-13.0,-13.0,-11.0,16.0,4.0,-17.0,5.0,-27.0,-31.0,-8.0,-38.0,-14.0,-19.0,-30.0,-28.0,-33.0,-5.0,0.0,-54.0,-70.0,-61.0,-76.0,-77.0,-80.0,-65.0,-60.0,-74.0,-79.0,-79.0,-72.0,-77.0,-83.0,-82.0,-72.0,-77.0,-30.0,-22.0,-31.0,-40.0,-20.0,-43.0,-44.0,-69.0,-67.0,-33.0,-67.0,-67.0,-62.0,-62.0,-60.0,-58.0,-58.0,-65.0,-66.0,-61.0,-57.0,4.0,6.0,-31.0,-45.0,-45.0,-45.0,2.0,-38.0,-6.0,-31.0,-21.0,-17.0,-10.0,-23.0,-49.0,-33.0,27.0,5.0,-8.0,-3.0,-24.0,-36.0,-30.0,-44.0,-49.0,-35.0,-55.0,-66.0,-66.0,-64.0,-54.0,-61.0,-49.0,-80.0,-80.0,-79.0,-78.0,-72.0,-74.0,-71.0,-73.0,-74.0,-77.0,-81.0,-81.0,-81.0,-81.0,-78.0,-78.0,-78.0,-79.0,-79.0,-74.0,-66.0,-76.0,-67.0,-71.0,-67.0,-69.0,-67.0,-64.0,-73.0,-73.0,-62.0,-65.0,-48.0,-54.0,-56.0,-62.0,-59.0,-59.0,-57.0,-61.0,-25.0,-18.0,-26.0,-45.0,-46.0,-78.0,-78.0,-69.0,-68.0,-66.0,-59.0,-57.0,-67.0,-66.0,-76.0,-77.0,-77.0,-80.0,-80.0,30.0,-44.0,-53.0,-22.0,-20.0,-13.0,-28.0,15.0,18.0,-47.0,-57.0
SF-H19,-27.0,-24.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-34.0,-34.0,-34.0,-32.0,-32.0,-32.0,-32.0,-32.0,-34.0,-34.0,-36.0,-36.0,-36.0,-36.0,-36.0,-33.0,-29.0,-29.0,-29.0,-29.0,-29.0,-31.0,-31.0,-35.0,-33.0,-26.0,-26.0,-26.0,-26.0,-30.0,-30.0,-25.0,-25.0,-25.0,-25.0,-25.0,-31.0,-31.0,-30.0,-30.0,-24.0,-27.0,-23.0,-3.0,5.0,-2.0,8.0,18.0,36.0,-3.0,-9.0,33.0,13.0,-5.0,45.0,0.0,0.0,13.0,26.0,1.0,17.0,4.0,4.0,10.0,25.0,33.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-26.0,-32.0,-33.0,-31.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,32.0,32.0,34.0,61.0,49.0,28.0,50.0,18.0,14.0,37.0,7.0,31.0,26.0,15.0,17.0,12.0,40.0,45.0,-9.0,-25.0,-16.0,-31.0,-32.0,-35.0,-20.0,-15.0,-29.0,-34.0,-34.0,-27.0,-32.0,-38.0,-37.0,-27.0,-32.0,15.0,23.0,14.0,5.0,25.0,2.0,1.0,-24.0,-22.0,12.0,-22.0,-22.0,-17.0,-17.0,-15.0,-13.0,-13.0,-20.0,-21.0,-16.0,-12.0,49.0,51.0,14.0,0.0,0.0,0.0,47.0,7.0,39.0,14.0,24.0,28.0,35.0,22.0,-4.0,12.0,72.0,50.0,37.0,42.0,21.0,9.0,15.0,1.0,-4.0,10.0,-10.0,-21.0,-21.0,-19.0,-9.0,-16.0,-4.0,-35.0,-35.0,-34.0,-33.0,-27.0,-29.0,-26.0,-28.0,-29.0,-32.0,-36.0,-36.0,-36.0,-36.0,-33.0,-33.0,-33.0,-34.0,-34.0,-29.0,-21.0,-31.0,-22.0,-26.0,-22.0,-24.0,-22.0,-19.0,-28.0,-28.0,-17.0,-20.0,-3.0,-9.0,-11.0,-17.0,-14.0,-14.0,-12.0,-16.0,20.0,27.0,19.0,0.0,-1.0,-33.0,-33.0,-24.0,-23.0,-21.0,-14.0,-12.0,-22.0,-21.0,-31.0,-32.0,-32.0,-35.0,-35.0,75.0,1.0,-8.0,23.0,25.0,32.0,17.0,60.0,63.0,-2.0,-12.0
SF-H20,-27.0,-24.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-34.0,-34.0,-34.0,-32.0,-32.0,-32.0,-32.0,-32.0,-34.0,-34.0,-36.0,-36.0,-36.0,-36.0,-36.0,-33.0,-29.0,-29.0,-29.0,-29.0,-29.0,-31.0,-31.0,-35.0,-33.0,-26.0,-26.0,-26.0,-26.0,-30.0,-30.0,-25.0,-25.0,-25.0,-25.0,-25.0,-31.0,-31.0,-30.0,-30.0,-24.0,-27.0,-23.0,-3.0,5.0,-2.0,8.0,18.0,36.0,-3.0,-9.0,33.0,13.0,-5.0,45.0,0.0,0.0,13.0,26.0,1.0,17.0,4.0,4.0,10.0,25.0,33.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-26.0,-32.0,-33.0,-31.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,32.0,32.0,34.0,61.0,49.0,28.0,50.0,18.0,14.0,37.0,7.0,31.0,26.0,15.0,17.0,12.0,40.0,45.0,-9.0,-25.0,-16.0,-31.0,-32.0,-35.0,-20.0,-15.0,-29.0,-34.0,-34.0,-27.0,-32.0,-38.0,-37.0,-27.0,-32.0,15.0,23.0,14.0,5.0,25.0,2.0,1.0,-24.0,-22.0,12.0,-22.0,-22.0,-17.0,-17.0,-15.0,-13.0,-13.0,-20.0,-21.0,-16.0,-12.0,49.0,51.0,14.0,0.0,0.0,0.0,47.0,7.0,39.0,14.0,24.0,28.0,35.0,22.0,-4.0,12.0,72.0,50.0,37.0,42.0,21.0,9.0,15.0,1.0,-4.0,10.0,-10.0,-21.0,-21.0,-19.0,-9.0,-16.0,-4.0,-35.0,-35.0,-34.0,-33.0,-27.0,-29.0,-26.0,-28.0,-29.0,-32.0,-36.0,-36.0,-36.0,-36.0,-33.0,-33.0,-33.0,-34.0,-34.0,-29.0,-21.0,-31.0,-22.0,-26.0,-22.0,-24.0,-22.0,-19.0,-28.0,-28.0,-17.0,-20.0,-3.0,-9.0,-11.0,-17.0,-14.0,-14.0,-12.0,-16.0,20.0,27.0,19.0,0.0,-1.0,-33.0,-33.0,-24.0,-23.0,-21.0,-14.0,-12.0,-22.0,-21.0,-31.0,-32.0,-32.0,-35.0,-35.0,75.0,1.0,-8.0,23.0,25.0,32.0,17.0,60.0,63.0,-2.0,-12.0
SF-H18,-40.0,-37.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-47.0,-47.0,-47.0,-45.0,-45.0,-45.0,-45.0,-45.0,-47.0,-47.0,-49.0,-49.0,-49.0,-49.0,-49.0,-46.0,-42.0,-42.0,-42.0,-42.0,-42.0,-44.0,-44.0,-48.0,-46.0,-39.0,-39.0,-39.0,-39.0,-43.0,-43.0,-38.0,-38.0,-38.0,-38.0,-38.0,-44.0,-44.0,-43.0,-43.0,-37.0,-40.0,-36.0,-16.0,-8.0,-15.0,-5.0,5.0,23.0,-16.0,-22.0,20.0,0.0,-18.0,32.0,-13.0,-13.0,0.0,13.0,-12.0,4.0,-9.0,-9.0,-3.0,12.0,20.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-39.0,-45.0,-46.0,-44.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,19.0,19.0,21.0,48.0,36.0,15.0,37.0,5.0,1.0,24.0,-6.0,18.0,13.0,2.0,4.0,-1.0,27.0,32.0,-22.0,-38.0,-29.0,-44.0,-45.0,-48.0,-33.0,-28.0,-42.0,-47.0,-47.0,-40.0,-45.0,-51.0,-50.0,-40.0,-45.0,2.0,10.0,1.0,-8.0,12.0,-11.0,-12.0,-37.0,-35.0,-1.0,-35.0,-35.0,-30.0,-30.0,-28.0,-26.0,-26.0,-33.0,-34.0,-29.0,-25.0,36.0,38.0,1.0,-13.0,-13.0,-13.0,34.0,-6.0,26.0,1.0,11.0,15.0,22.0,9.0,-17.0,-1.0,59.0,37.0,24.0,29.0,8.0,-4.0,2.0,-12.0,-17.0,-3.0,-23.0,-34.0,-34.0,-32.0,-22.0,-29.0,-17.0,-48.0,-48.0,-47.0,-46.0,-40.0,-42.0,-39.0,-41.0,-42.0,-45.0,-49.0,-49.0,-49.0,-49.0,-46.0,-46.0,-46.0,-47.0,-47.0,-42.0,-34.0,-44.0,-35.0,-39.0,-35.0,-37.0,-35.0,-32.0,-41.0,-41.0,-30.0,-33.0,-16.0,-22.0,-24.0,-30.0,-27.0,-27.0,-25.0,-29.0,7.0,14.0,6.0,-13.0,-14.0,-46.0,-46.0,-37.0,-36.0,-34.0,-27.0,-25.0,-35.0,-34.0,-44.0,-45.0,-45.0,-48.0,-48.0,62.0,-12.0,-21.0,10.0,12.0,19.0,4.0,47.0,50.0,-15.0,-25.0
SF-H17,-53.0,-50.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-60.0,-60.0,-60.0,-58.0,-58.0,-58.0,-58.0,-58.0,-60.0,-60.0,-62.0,-62.0,-62.0,-62.0,-62.0,-59.0,-55.0,-55.0,-55.0,-55.0,-55.0,-57.0,-57.0,-61.0,-59.0,-52.0,-52.0,-52.0,-52.0,-56.0,-56.0,-51.0,-51.0,-51.0,-51.0,-51.0,-57.0,-57.0,-56.0,-56.0,-50.0,-53.0,-49.0,-29.0,-21.0,-28.0,-18.0,-8.0,10.0,-29.0,-35.0,7.0,-13.0,-31.0,19.0,-26.0,-26.0,-13.0,0.0,-25.0,-9.0,-22.0,-22.0,-16.0,-1.0,7.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-52.0,-58.0,-59.0,-57.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,6.0,6.0,8.0,35.0,23.0,2.0,24.0,-8.0,-12.0,11.0,-19.0,5.0,0.0,-11.0,-9.0,-14.0,14.0,19.0,-35.0,-51.0,-42.0,-57.0,-58.0,-61.0,-46.0,-41.0,-55.0,-60.0,-60.0,-53.0,-58.0,-64.0,-63.0,-53.0,-58.0,-11.0,-3.0,-12.0,-21.0,-1.0,-24.0,-25.0,-50.0,-48.0,-14.0,-48.0,-48.0,-43.0,-43.0,-41.0,-39.0,-39.0,-46.0,-47.0,-42.0,-38.0,23.0,25.0,-12.0,-26.0,-26.0,-26.0,21.0,-19.0,13.0,-12.0,-2.0,2.0,9.0,-4.0,-30.0,-14.0,46.0,24.0,11.0,16.0,-5.0,-17.0,-11.0,-25.0,-30.0,-16.0,-36.0,-47.0,-47.0,-45.0,-35.0,-42.0,-30.0,-61.0,-61.0,-60.0,-59.0,-53.0,-55.0,-52.0,-54.0,-55.0,-58.0,-62.0,-62.0,-62.0,-62.0,-59.0,-59.0,-59.0,-60.0,-60.0,-55.0,-47.0,-57.0,-48.0,-52.0,-48.0,-50.0,-48.0,-45.0,-54.0,-54.0,-43.0,-46.0,-29.0,-35.0,-37.0,-43.0,-40.0,-40.0,-38.0,-42.0,-6.0,1.0,-7.0,-26.0,-27.0,-59.0,-59.0,-50.0,-49.0,-47.0,-40.0,-38.0,-48.0,-47.0,-57.0,-58.0,-58.0,-61.0,-61.0,49.0,-25.0,-34.0,-3.0,-1.0,6.0,-9.0,34.0,37.0,-28.0,-38.0
SF-G19,-28.0,-25.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-35.0,-35.0,-35.0,-33.0,-33.0,-33.0,-33.0,-33.0,-35.0,-35.0,-37.0,-37.0,-37.0,-37.0,-37.0,-34.0,-30.0,-30.0,-30.0,-30.0,-30.0,-32.0,-32.0,-36.0,-34.0,-27.0,-27.0,-27.0,-27.0,-31.0,-31.0,-26.0,-26.0,-26.0,-26.0,-26.0,-32.0,-32.0,-31.0,-31.0,-25.0,-28.0,-24.0,-4.0,4.0,-3.0,7.0,17.0,35.0,-4.0,-10.0,32.0,12.0,-6.0,44.0,-1.0,-1.0,12.0,25.0,0.0,16.0,3.0,3.0,9.0,24.0,32.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-27.0,-33.0,-34.0,-32.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,31.0,31.0,33.0,60.0,48.0,27.0,49.0,17.0,13.0,36.0,6.0,30.0,25.0,14.0,16.0,11.0,39.0,44.0,-10.0,-26.0,-17.0,-32.0,-33.0,-36.0,-21.0,-16.0,-30.0,-35.0,-35.0,-28.0,-33.0,-39.0,-38.0,-28.0,-33.0,14.0,22.0,13.0,4.0,24.0,1.0,0.0,-25.0,-23.0,11.0,-23.0,-23.0,-18.0,-18.0,-16.0,-14.0,-14.0,-21.0,-22.0,-17.0,-13.0,48.0,50.0,13.0,-1.0,-1.0,-1.0,46.0,6.0,38.0,13.0,23.0,27.0,34.0,21.0,-5.0,11.0,71.0,49.0,36.0,41.0,20.0,8.0,14.0,0.0,-5.0,9.0,-11.0,-22.0,-22.0,-20.0,-10.0,-17.0,-5.0,-36.0,-36.0,-35.0,-34.0,-28.0,-30.0,-27.0,-29.0,-30.0,-33.0,-37.0,-37.0,-37.0,-37.0,-34.0,-34.0,-34.0,-35.0,-35.0,-30.0,-22.0,-32.0,-23.0,-27.0,-23.0,-25.0,-23.0,-20.0,-29.0,-29.0,-18.0,-21.0,-4.0,-10.0,-12.0,-18.0,-15.0,-15.0,-13.0,-17.0,19.0,26.0,18.0,-1.0,-2.0,-34.0,-34.0,-25.0,-24.0,-22.0,-15.0,-13.0,-23.0,-22.0,-32.0,-33.0,-33.0,-36.0,-36.0,74.0,0.0,-9.0,22.0,24.0,31.0,16.0,59.0,62.0,-3.0,-13.0
SF-G17,-44.0,-41.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-51.0,-51.0,-51.0,-49.0,-49.0,-49.0,-49.0,-49.0,-51.0,-51.0,-53.0,-53.0,-53.0,-53.0,-53.0,-50.0,-46.0,-46.0,-46.0,-46.0,-46.0,-48.0,-48.0,-52.0,-50.0,-43.0,-43.0,-43.0,-43.0,-47.0,-47.0,-42.0,-42.0,-42.0,-42.0,-42.0,-48.0,-48.0,-47.0,-47.0,-41.0,-44.0,-40.0,-20.0,-12.0,-19.0,-9.0,1.0,19.0,-20.0,-26.0,16.0,-4.0,-22.0,28.0,-17.0,-17.0,-4.0,9.0,-16.0,0.0,-13.0,-13.0,-7.0,8.0,16.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-43.0,-49.0,-50.0,-48.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,15.0,15.0,17.0,44.0,32.0,11.0,33.0,1.0,-3.0,20.0,-10.0,14.0,9.0,-2.0,0.0,-5.0,23.0,28.0,-26.0,-42.0,-33.0,-48.0,-49.0,-52.0,-37.0,-32.0,-46.0,-51.0,-51.0,-44.0,-49.0,-55.0,-54.0,-44.0,-49.0,-2.0,6.0,-3.0,-12.0,8.0,-15.0,-16.0,-41.0,-39.0,-5.0,-39.0,-39.0,-34.0,-34.0,-32.0,-30.0,-30.0,-37.0,-38.0,-33.0,-29.0,32.0,34.0,-3.0,-17.0,-17.0,-17.0,30.0,-10.0,22.0,-3.0,7.0,11.0,18.0,5.0,-21.0,-5.0,55.0,33.0,20.0,25.0,4.0,-8.0,-2.0,-16.0,-21.0,-7.0,-27.0,-38.0,-38.0,-36.0,-26.0,-33.0,-21.0,-52.0,-52.0,-51.0,-50.0,-44.0,-46.0,-43.0,-45.0,-46.0,-49.0,-53.0,-53.0,-53.0,-53.0,-50.0,-50.0,-50.0,-51.0,-51.0,-46.0,-38.0,-48.0,-39.0,-43.0,-39.0,-41.0,-39.0,-36.0,-45.0,-45.0,-34.0,-37.0,-20.0,-26.0,-28.0,-34.0,-31.0,-31.0,-29.0,-33.0,3.0,10.0,2.0,-17.0,-18.0,-50.0,-50.0,-41.0,-40.0,-38.0,-31.0,-29.0,-39.0,-38.0,-48.0,-49.0,-49.0,-52.0,-52.0,58.0,-16.0,-25.0,6.0,8.0,15.0,0.0,43.0,46.0,-19.0,-29.0
