label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,7588.982259846778,4844.635829885871,3507.952767815948,1620.3312968284297,7590.784152431092,4675.739350404286,2863.039995661798,2351.164586527661,7018.528091687247,7517.918307068966,5798.349384774589,5136.290953919335,6491.332073207367,4039.455741215888,2258.5549834087983,4195.477759417287,1469.6782734606893,2230.97455301414,1790.0725606543501,5430.7396055299005,2940.7463154710886,6723.6286134436905,8245.50238061586,2928.6497938798316
1,7588.982259846778,0.0,11421.584581881045,4227.313878304395,6354.321270860029,15052.653495816752,6418.393575750713,8938.565335096633,8283.762061106163,5440.068177609595,10898.24356127774,1856.473157817621,7543.696170317183,13126.760019678064,4923.814561873797,7570.233043463713,9091.930355238514,9055.962793190061,7368.303180438155,6056.825457580578,4870.5911581370265,10265.167915222035,12848.928748056338,4420.9868959791875,5228.311228497127
2,4844.635829885871,11421.584581881045,0.0,7964.5820612638445,6440.190517549593,4402.43892111148,5785.277487250784,2485.9136404260025,6581.467988559857,11855.120859846988,4906.217301677903,9573.491424371146,9799.68308886225,1725.0420727635972,6639.432982839975,3856.1006404906557,2821.6676449255506,4096.901742608263,6893.895491001699,5575.959879532185,10250.166040095572,2277.3144737356265,1933.4579512587634,12975.503709044617,7676.443434223272
3,3507.952767815948,4227.313878304395,7964.5820612638445,0.0,2131.260894531962,11096.315324797726,4770.377072902434,5559.810606900574,4105.54966370624,4412.067902162139,9062.324507449506,2630.7751497209756,4391.1315008616375,9683.51560068113,3117.6049312364353,4277.717292095015,6284.217136288509,4937.048549753279,3212.402311063473,2418.401570154104,2828.602516233164,6382.6238070822765,9674.130691675457,5086.323717763356,1103.4766171832755
4,1620.3312968284297,6354.321270860029,6440.190517549593,2131.260894531962,0.0,9118.759737564862,5043.683795252744,4293.950817735634,2156.9542396410106,5415.202421968012,8621.549407089418,4684.875567766987,3888.5946526837142,8103.7535955133235,3863.0335763988155,3327.1720582144085,5430.684136672408,2903.9926160714685,1426.329687496758,1804.544516539694,3814.816177774139,4552.197559360899,8292.215544165176,6630.421404640167,1335.8826876576954
5,7590.784152431092,15052.653495816752,4402.43892111148,11096.315324797726,9118.759737564862,0.0,10057.936599979002,6453.425846857195,8176.973674227279,14155.127718631527,8968.046004145503,13207.429294024943,11353.44746486558,3537.151420334642,10618.311412690671,7697.730634287657,7197.23455170172,6215.904039949357,8888.90040048337,8996.084999067605,12723.321317365459,4788.708323527219,4678.472114173137,15657.626088630253,10453.980097483338
6,4675.739350404286,6418.393575750713,5785.277487250784,4770.377072902434,5043.683795252744,10057.936599979002,0.0,3662.9812968309834,6893.061569124964,9138.918299309067,4557.025428370662,4791.638530446867,8785.863627292169,7316.72105157468,1740.245758409792,2758.0742941908234,3021.431704846017,5672.860768899992,6413.156611280045,3249.6044921525718,7593.87220975572,5689.366583172375,6768.768680995251,9440.6414232648,5363.186093688361
7,2863.039995661798,8938.565335096633,2485.9136404260025,5559.810606900574,4293.950817735634,6453.425846857195,3662.9812968309834,0.0,5062.885892951052,9648.329638866708,4843.865228127912,7088.698602948704,7998.804952965495,4203.594771211889,4215.453953903738,1370.2053062995233,1522.764824491042,2856.1010902988846,5089.624288670046,3144.262236886873,8016.413167714434,2095.6412732854005,4114.763306475205,10625.10859882342,5408.145870799879
8,2351.164586527661,8283.762061106163,6581.467988559857,4105.54966370624,2156.9542396410106,8176.973674227279,6893.061569124964,5062.885892951052,0.0,6002.139746777337,9834.873532509873,6732.639250576701,3289.7506715827512,8037.084028926188,5934.727048679575,4609.714359942418,6490.889296093173,2484.628339065841,921.7256500427742,3703.6314467588973,4680.61653194248,4344.970068108629,8514.925780063957,7630.909846054034,3055.9283153732026
9,7018.528091687247,5440.068177609595,11855.120859846988,4412.067902162139,5415.202421968012,14155.127718631527,9138.918299309067,9648.329638866708,6002.139746777337,0.0,13472.19268489087,5305.611898663508,3306.8863046743622,13509.386374792939,7426.606654661802,8503.25202095052,10589.525855300535,8087.583218327363,5270.470850787844,6653.195312084713,1638.3555866592383,9890.625338441783,13701.042127041646,1949.273371871337,4244.753238618896
