label,0,1,2,3,4,5,6,7,8
0,1130,61,112,1,326,811,1,249,48
1,45,161,1,3,78,17,2,185,0
2,140,3,92,0,10,113,0,21,40
3,0,0,0,2,0,0,0,1,0
4,364,65,11,0,312,117,0,190,5
5,759,17,136,0,135,668,0,119,65
6,0,0,0,1,0,0,3,0,0
7,223,147,21,1,179,100,4,496,0
8,57,1,32,0,12,33,0,1,87
