start_lng,start_lat,end_lat,end_lng,displacement,duration,velocity,count
-122.51120953566225,37.77526658733628,37.7635212360003,-122.46409991410795,4350.586610933319,1397.3333333333333,3.117217796451143,6
-122.51120953566225,37.77526658733628,37.76399151345739,-122.47065551281372,3785.890419288297,1817.8,2.235653602463173,5
-122.51120953566225,37.77526658733628,37.76579640081468,-122.45758892282772,4839.788141109317,2476.0,1.9546801862315495,1
-122.51120953566225,37.77526658733628,37.76924621822204,-122.4269598660002,7452.698124909211,1778.0,4.191618742918567,1
-122.51120953566225,37.77526658733628,37.771953886961555,-122.45370257177098,5079.79039957385,1303.5,3.898416252487185,2
-122.51120953566225,37.77526658733628,37.77236879940353,-122.43585239821053,6646.865849670539,1675.0,3.968278119206292,1
-122.51120953566225,37.77526658733628,37.772928889576896,-122.50905727089801,321.36798096242,399.8,1.7637185063000866,5
-122.51120953566225,37.77526658733628,37.773108856268436,-122.43911952809759,6355.7226093379,1833.2,3.5420923457632916,5
-122.51120953566225,37.77526658733628,37.775119846738306,-122.46498940303863,4072.0219332046277,2373.5,1.7156465847804463,2
-122.51120953566225,37.77526658733628,37.77550077635324,-122.49846730911696,1122.8869892222901,1125.0,1.378573835672058,2
-122.51120953566225,37.77526658733628,37.77568337864079,-122.49407637216842,1510.13311320694,2318.0,0.6514810669572648,1
-122.51120953566225,37.77526658733628,37.776141375880364,-122.4531084371151,5119.586902511205,2019.0000000000002,2.535704260778209,1
-122.51120953566225,37.77526658733628,37.782344772675785,-122.46546587275579,4105.682000393054,2141.0,1.9624279574934065,3
-122.51120953566225,37.77526658733628,37.78538433532345,-122.43175862636782,7088.651719779858,1982.0,3.5871655207762934,2
-122.50905727089801,37.772928889576896,37.7310865,-122.47623675694443,5471.2100222253275,1382.0,3.9589073966898174,1
-122.50905727089801,37.772928889576896,37.76107371861353,-122.43251084036089,6871.636045485993,2018.0000000000002,3.405192383906666,2
-122.50905727089801,37.772928889576896,37.76399151345739,-122.47065551281372,3525.915480360269,1586.142857142857,2.2415521960020057,7
-122.50905727089801,37.772928889576896,37.76579640081468,-122.45758892282772,4603.295462953443,2239.0,2.0559604568796086,1
-122.50905727089801,37.772928889576896,37.76593774309392,-122.44925288305697,5325.999082129173,2227.0,2.391557737821811,1
-122.50905727089801,37.772928889576896,37.77052458504266,-122.44235999487144,5882.354342508941,1924.0000000000002,3.0573567268757484,1
-122.50905727089801,37.772928889576896,37.771953886961555,-122.45370257177098,4878.125059187128,2006.3333333333333,2.480297743114846,9
-122.50905727089801,37.772928889576896,37.773108856268436,-122.43911952809759,6161.721343079713,1584.0,3.8943354774841685,2
-122.50905727089801,37.772928889576896,37.773459139240536,-122.42721599814023,7210.642656768758,1938.75,3.727580334345996,4
-122.50905727089801,37.772928889576896,37.773619319663524,-122.44259774710847,5855.730566479354,2276.0,2.5847694277953237,3
-122.50905727089801,37.772928889576896,37.774819351918524,-122.44662584232641,5504.301491754037,2152.0,2.5577609162425823,1
-122.50905727089801,37.772928889576896,37.775119846738306,-122.46498940303863,3890.0445568101422,1066.0,3.6491975204597957,1
-122.50905727089801,37.772928889576896,37.77526658733628,-122.51120953566225,321.36798096242,1413.3333333333333,0.7001377885442177,3
-122.50905727089801,37.772928889576896,37.77532893966812,-122.45809451432896,4497.773933174745,1693.6666666666667,2.663761585191764,3
-122.50905727089801,37.772928889576896,37.77568337864079,-122.49407637216842,1354.7782976211836,1309.5,1.2986473762791448,2
-122.50905727089801,37.772928889576896,37.77658835405579,-122.41126258187636,8625.321843433898,2346.0,3.676607776399786,1
-122.50905727089801,37.772928889576896,37.77712548161436,-122.42959694544092,7015.941719682952,2120.0,3.309406471548562,1
-122.50905727089801,37.772928889576896,37.77832544736835,-122.42644341228056,7302.835856307863,2074.0,3.5305329234483853,2
-122.50905727089801,37.772928889576896,37.7805105170175,-122.4319364425167,6846.112109762046,1922.0,3.5855942901154663,2
-122.50905727089801,37.772928889576896,37.780753507365326,-122.47615142737013,3026.2322488820146,1308.0,2.313633217799705,1
-122.50905727089801,37.772928889576896,37.78150647013725,-122.45878625215036,4529.92578131721,1386.0,3.2683447195650865,1
-122.50905727089801,37.772928889576896,37.78376956173372,-122.43454434209924,6673.667418656331,1994.25,3.3503164065519146,4
-122.49846730911696,37.77550077635324,37.765367762854474,-122.42192120656011,6837.272420109921,1745.0,3.9182076906074044,1
-122.49846730911696,37.77550077635324,37.766250016266746,-122.43109765146673,6023.757437845935,1880.0000000000002,3.2041262967265607,1
-122.49846730911696,37.77550077635324,37.771953886961555,-122.45370257177098,3963.4468712292723,1226.0,3.2328277905622125,1
-122.49846730911696,37.77550077635324,37.772928889576896,-122.50905727089801,975.6801250619872,435.8,2.9381226014810546,10
-122.49846730911696,37.77550077635324,37.77526658733628,-122.51120953566225,1122.8869892222901,688.0,1.8738621293468853,3
-122.49846730911696,37.77550077635324,37.77568337864079,-122.49407637216842,387.3696262903954,1081.0,1.1620228827281536,2
-122.49846730911696,37.77550077635324,37.780366908888894,-122.47282123111113,2322.9937746174355,1167.5,1.997633588429641,2
-122.49846730911696,37.77550077635324,37.780901649870735,-122.4218461899224,6776.605639587475,2012.625,3.3681312785936464,8
-122.49846730911696,37.77550077635324,37.7809196862745,-122.45628397058823,3764.5546930419328,1100.0,3.422322448219939,1
-122.49846730911696,37.77550077635324,37.781146430246466,-122.44730676034627,4550.4013917265875,1539.0,2.956726050504605,1
-122.49846730911696,37.77550077635324,37.782344772675785,-122.46546587275579,3004.8795291421793,1032.0,2.9117049700990107,1
